variable,timescale,region,year,sum,unit
BA_Total,seasonal_son,EAS,2001,10.456,thousand_km2
BA_Total,seasonal_son,EAS,2002,15.034,thousand_km2
BA_Total,seasonal_son,EAS,2003,12.25,thousand_km2
BA_Total,seasonal_son,EAS,2004,18.995,thousand_km2
BA_Total,seasonal_son,EAS,2005,10.775,thousand_km2
BA_Total,seasonal_son,EAS,2006,21.069,thousand_km2
BA_Total,seasonal_son,EAS,2007,28.688,thousand_km2
BA_Total,seasonal_son,EAS,2008,20.464,thousand_km2
BA_Total,seasonal_son,EAS,2009,21.103,thousand_km2
BA_Total,seasonal_son,EAS,2010,28.645,thousand_km2
BA_Total,seasonal_son,EAS,2011,26.781,thousand_km2
BA_Total,seasonal_son,EAS,2012,16.853,thousand_km2
BA_Total,seasonal_son,EAS,2013,30.514,thousand_km2
BA_Total,seasonal_son,EAS,2014,48.511,thousand_km2
BA_Total,seasonal_son,EAS,2015,37.931,thousand_km2
BA_Total,seasonal_son,EAS,2016,6.685,thousand_km2
BA_Total,seasonal_son,EAS,2017,11.718,thousand_km2
BA_Total,seasonal_son,EAS,2018,6.413,thousand_km2
BA_Total,seasonal_son,EAS,2019,4.711,thousand_km2
BA_Total,seasonal_son,EAS,2020,2.589,thousand_km2
BA_Total,seasonal_son,EAS,2021,4.203,thousand_km2
BA_Total,seasonal_son,EAS,2022,6.974,thousand_km2
BA_Total,seasonal_son,EAS,2023,7.637,thousand_km2
BA_Total,seasonal_son,EAS,2024,0.0,thousand_km2
