variable,timescale,region,year,1,2,3,4,5,6,7,8,9,10,11,12,unit
BA_Total,monthly,CAU,2001,335.626,10.136,15.468,67.054,56.267,33.03,25.906,105.034,218.461,95.94,231.938,222.529,thousand_km2
BA_Total,monthly,CAU,2002,150.578,46.612,19.558,75.703,28.287,17.928,37.914,87.655,146.586,363.832,507.686,134.759,thousand_km2
BA_Total,monthly,CAU,2003,33.885,5.655,3.035,3.56,1.613,1.256,1.903,4.632,7.642,16.861,33.926,19.02,thousand_km2
BA_Total,monthly,CAU,2004,15.893,2.231,1.321,5.041,1.942,1.564,1.429,4.11,16.42,104.508,91.857,79.248,thousand_km2
BA_Total,monthly,CAU,2005,21.699,15.15,11.608,1.525,0.992,0.207,0.494,1.476,1.637,2.472,26.666,11.705,thousand_km2
BA_Total,monthly,CAU,2006,1.42,1.211,0.668,5.467,2.221,3.572,2.966,8.969,41.046,129.088,355.486,67.818,thousand_km2
BA_Total,monthly,CAU,2007,5.276,44.114,3.672,2.615,4.48,2.981,4.041,9.615,102.112,82.014,68.779,81.418,thousand_km2
BA_Total,monthly,CAU,2008,64.974,5.248,5.47,2.617,1.418,0.844,3.753,4.55,3.621,29.261,18.321,5.634,thousand_km2
BA_Total,monthly,CAU,2009,7.099,2.557,1.766,2.796,1.609,0.709,2.37,6.937,4.731,37.218,34.745,10.12,thousand_km2
BA_Total,monthly,CAU,2010,10.056,15.334,2.04,2.249,0.704,0.158,0.521,5.641,1.129,2.666,17.917,5.92,thousand_km2
BA_Total,monthly,CAU,2011,27.021,5.531,4.126,17.5,43.713,17.297,34.453,125.499,684.168,550.422,85.265,72.487,thousand_km2
BA_Total,monthly,CAU,2012,72.096,76.712,7.846,46.764,18.912,28.954,14.752,68.179,235.757,651.887,268.756,49.004,thousand_km2
BA_Total,monthly,CAU,2013,69.977,9.777,3.901,1.551,0.921,0.918,1.055,2.026,6.681,23.064,66.744,20.383,thousand_km2
BA_Total,monthly,CAU,2014,11.572,4.904,12.719,5.719,8.308,4.238,3.826,9.632,18.339,170.895,100.429,35.665,thousand_km2
BA_Total,monthly,CAU,2015,23.477,10.516,5.27,26.805,11.084,3.322,2.19,20.94,21.088,118.74,85.192,35.137,thousand_km2
BA_Total,monthly,CAU,2016,12.456,2.17,4.202,0.718,3.061,0.23,1.96,1.747,2.219,14.304,19.308,24.562,thousand_km2
BA_Total,monthly,CAU,2017,0.705,5.853,5.72,8.362,38.236,13.413,8.385,45.135,85.19,123.027,227.162,126.415,thousand_km2
BA_Total,monthly,CAU,2018,26.213,10.459,7.466,52.603,26.131,6.16,16.916,12.516,35.347,283.028,154.221,68.783,thousand_km2
BA_Total,monthly,CAU,2019,127.909,35.714,20.406,5.919,3.979,0.612,2.863,0.544,4.12,35.311,18.401,56.458,thousand_km2
BA_Total,monthly,CAU,2020,2.85,2.628,0.707,0.678,1.282,0.973,1.027,0.461,2.658,1.664,14.514,3.427,thousand_km2
BA_Total,monthly,CAU,2021,0.743,1.318,0.625,2.01,2.587,1.049,1.911,3.501,10.942,16.727,6.386,37.31,thousand_km2
BA_Total,monthly,CAU,2022,35.137,13.152,15.886,20.694,8.777,2.415,10.191,9.531,10.292,29.176,19.458,14.984,thousand_km2
BA_Total,monthly,CAU,2023,6.88,6.542,67.094,8.627,8.614,20.405,2.348,8.036,87.577,406.105,324.235,118.132,thousand_km2
BA_Total,monthly,CAU,2024,48.293,7.366,,,,,,,,,,,thousand_km2
