variable,timescale,region,year,1,2,3,4,5,6,7,8,9,10,11,12,unit
Cem_Forest,monthly,NCA,2002,0.001,0.003,0.017,0.109,0.852,0.078,0.022,0.004,0.0,0.0,0.003,0.005,thousand_tonnes_C
Cem_Forest,monthly,NCA,2003,0.004,0.007,0.081,0.216,0.865,0.219,0.068,0.001,0.0,0.229,0.109,0.001,thousand_tonnes_C
Cem_Forest,monthly,NCA,2004,0.0,0.002,0.015,0.05,0.283,0.015,0.021,0.002,0.0,0.0,0.0,0.006,thousand_tonnes_C
Cem_Forest,monthly,NCA,2005,0.009,0.002,0.032,0.459,1.067,0.364,0.012,0.001,0.002,0.0,0.004,0.0,thousand_tonnes_C
Cem_Forest,monthly,NCA,2006,0.008,0.02,0.104,0.364,1.026,0.185,0.011,0.0,0.001,0.0,0.002,0.001,thousand_tonnes_C
Cem_Forest,monthly,NCA,2007,0.0,0.002,0.009,0.097,0.875,0.074,0.009,0.0,0.0,0.072,0.001,0.001,thousand_tonnes_C
Cem_Forest,monthly,NCA,2008,0.007,0.003,0.111,0.345,0.812,0.238,0.0,0.0,0.0,0.0,0.002,0.0,thousand_tonnes_C
Cem_Forest,monthly,NCA,2009,0.011,0.013,0.055,0.25,0.37,0.049,0.003,0.004,0.0,0.003,0.005,0.002,thousand_tonnes_C
Cem_Forest,monthly,NCA,2010,0.001,0.001,0.018,0.014,0.215,0.098,0.0,0.0,0.0,0.0,0.0,0.001,thousand_tonnes_C
Cem_Forest,monthly,NCA,2011,0.0,0.014,0.067,0.517,1.886,0.653,0.0,0.0,0.0,0.0,0.0,0.003,thousand_tonnes_C
Cem_Forest,monthly,NCA,2012,0.002,0.001,0.013,0.178,0.509,0.111,0.0,0.0,0.0,0.005,0.0,0.001,thousand_tonnes_C
Cem_Forest,monthly,NCA,2013,0.008,0.019,0.309,0.653,1.177,0.227,0.002,0.0,0.0,0.0,0.0,0.003,thousand_tonnes_C
Cem_Forest,monthly,NCA,2014,0.011,0.009,0.007,0.056,0.078,0.037,0.0,0.0,0.001,0.0,0.0,0.003,thousand_tonnes_C
Cem_Forest,monthly,NCA,2015,0.002,0.004,0.011,0.057,0.222,0.005,0.001,0.0,0.0,0.0,0.0,0.002,thousand_tonnes_C
Cem_Forest,monthly,NCA,2016,0.001,0.008,0.009,0.106,0.291,0.08,0.0,0.0,0.002,0.0,0.001,0.001,thousand_tonnes_C
Cem_Forest,monthly,NCA,2017,0.008,0.006,0.046,0.259,0.505,0.378,0.001,0.0,0.0,0.001,0.01,0.006,thousand_tonnes_C
Cem_Forest,monthly,NCA,2018,0.01,0.015,0.049,0.489,0.606,0.062,0.015,0.006,0.0,0.0,0.0,0.002,thousand_tonnes_C
Cem_Forest,monthly,NCA,2019,0.006,0.006,0.014,0.34,1.369,0.229,0.002,0.001,0.001,0.005,0.0,0.006,thousand_tonnes_C
Cem_Forest,monthly,NCA,2020,0.01,0.002,0.01,0.075,0.566,0.163,0.007,0.002,0.003,0.068,0.001,0.005,thousand_tonnes_C
