variable,timescale,region,year,1,2,3,4,5,6,7,8,9,10,11,12,unit
Cem_Total,monthly,SSA,2002,0.146,0.207,0.018,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.03,thousand_tonnes_C
Cem_Total,monthly,SSA,2003,0.262,0.277,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.074,thousand_tonnes_C
Cem_Total,monthly,SSA,2004,0.031,0.025,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.01,0.004,thousand_tonnes_C
Cem_Total,monthly,SSA,2005,0.048,0.061,0.007,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.001,thousand_tonnes_C
Cem_Total,monthly,SSA,2006,0.011,0.016,0.013,0.002,0.0,0.0,0.0,0.0,0.004,0.001,0.001,0.001,thousand_tonnes_C
Cem_Total,monthly,SSA,2007,0.013,0.009,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,thousand_tonnes_C
Cem_Total,monthly,SSA,2008,0.025,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.003,thousand_tonnes_C
Cem_Total,monthly,SSA,2009,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.021,0.0,thousand_tonnes_C
Cem_Total,monthly,SSA,2010,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,thousand_tonnes_C
Cem_Total,monthly,SSA,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.003,0.001,0.065,thousand_tonnes_C
Cem_Total,monthly,SSA,2012,0.019,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.003,thousand_tonnes_C
Cem_Total,monthly,SSA,2013,0.005,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,thousand_tonnes_C
Cem_Total,monthly,SSA,2014,0.017,0.005,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.047,thousand_tonnes_C
Cem_Total,monthly,SSA,2015,0.052,0.011,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,thousand_tonnes_C
Cem_Total,monthly,SSA,2016,0.013,0.036,0.0,0.009,0.004,0.002,0.0,0.0,0.0,0.0,0.001,0.616,thousand_tonnes_C
Cem_Total,monthly,SSA,2017,0.215,0.042,0.025,0.006,0.005,0.0,0.0,0.0,0.005,0.0,0.009,0.007,thousand_tonnes_C
Cem_Total,monthly,SSA,2018,0.067,0.056,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,thousand_tonnes_C
Cem_Total,monthly,SSA,2019,0.006,0.305,0.001,0.0,0.0,0.0,0.001,0.007,0.002,0.001,0.012,0.034,thousand_tonnes_C
Cem_Total,monthly,SSA,2020,0.067,0.032,0.017,0.002,0.0,0.0,0.0,0.0,0.0,0.028,0.012,0.019,thousand_tonnes_C
