variable,timescale,region,year,sum,unit
Cem_Total,seasonal_mam,NEN,2002,0.076,thousand_tonnes_C
Cem_Total,seasonal_mam,NEN,2003,0.129,thousand_tonnes_C
Cem_Total,seasonal_mam,NEN,2004,0.004,thousand_tonnes_C
Cem_Total,seasonal_mam,NEN,2005,0.741,thousand_tonnes_C
Cem_Total,seasonal_mam,NEN,2006,0.448,thousand_tonnes_C
Cem_Total,seasonal_mam,NEN,2007,0.165,thousand_tonnes_C
Cem_Total,seasonal_mam,NEN,2008,0.453,thousand_tonnes_C
Cem_Total,seasonal_mam,NEN,2009,0.04,thousand_tonnes_C
Cem_Total,seasonal_mam,NEN,2010,0.502,thousand_tonnes_C
Cem_Total,seasonal_mam,NEN,2011,0.031,thousand_tonnes_C
Cem_Total,seasonal_mam,NEN,2012,0.559,thousand_tonnes_C
Cem_Total,seasonal_mam,NEN,2013,0.203,thousand_tonnes_C
Cem_Total,seasonal_mam,NEN,2014,0.192,thousand_tonnes_C
Cem_Total,seasonal_mam,NEN,2015,0.122,thousand_tonnes_C
Cem_Total,seasonal_mam,NEN,2016,0.524,thousand_tonnes_C
Cem_Total,seasonal_mam,NEN,2017,0.545,thousand_tonnes_C
Cem_Total,seasonal_mam,NEN,2018,0.69,thousand_tonnes_C
Cem_Total,seasonal_mam,NEN,2019,0.075,thousand_tonnes_C
Cem_Total,seasonal_mam,NEN,2020,0.227,thousand_tonnes_C
