variable,timescale,region,year,sum,unit
Cem_Forest,yearly,SAU,2002,4.961,thousand_tonnes_C
Cem_Forest,yearly,SAU,2003,13.443,thousand_tonnes_C
Cem_Forest,yearly,SAU,2004,3.166,thousand_tonnes_C
Cem_Forest,yearly,SAU,2005,1.322,thousand_tonnes_C
Cem_Forest,yearly,SAU,2006,13.078,thousand_tonnes_C
Cem_Forest,yearly,SAU,2007,4.69,thousand_tonnes_C
Cem_Forest,yearly,SAU,2008,1.032,thousand_tonnes_C
Cem_Forest,yearly,SAU,2009,5.825,thousand_tonnes_C
Cem_Forest,yearly,SAU,2010,0.899,thousand_tonnes_C
Cem_Forest,yearly,SAU,2011,1.536,thousand_tonnes_C
Cem_Forest,yearly,SAU,2012,1.87,thousand_tonnes_C
Cem_Forest,yearly,SAU,2013,3.379,thousand_tonnes_C
Cem_Forest,yearly,SAU,2014,4.288,thousand_tonnes_C
Cem_Forest,yearly,SAU,2015,7.962,thousand_tonnes_C
Cem_Forest,yearly,SAU,2016,5.161,thousand_tonnes_C
Cem_Forest,yearly,SAU,2017,2.398,thousand_tonnes_C
Cem_Forest,yearly,SAU,2018,1.463,thousand_tonnes_C
Cem_Forest,yearly,SAU,2019,31.678,thousand_tonnes_C
Cem_Forest,yearly,SAU,2020,55.469,thousand_tonnes_C
