variable,timescale,region,year,sum,unit
BA_Total,seasonal_mam,SAM,2001,11.076,thousand_km2
BA_Total,seasonal_mam,SAM,2002,16.511,thousand_km2
BA_Total,seasonal_mam,SAM,2003,15.989,thousand_km2
BA_Total,seasonal_mam,SAM,2004,20.373,thousand_km2
BA_Total,seasonal_mam,SAM,2005,18.921,thousand_km2
BA_Total,seasonal_mam,SAM,2006,16.165,thousand_km2
BA_Total,seasonal_mam,SAM,2007,17.321,thousand_km2
BA_Total,seasonal_mam,SAM,2008,12.786,thousand_km2
BA_Total,seasonal_mam,SAM,2009,18.324,thousand_km2
BA_Total,seasonal_mam,SAM,2010,29.369,thousand_km2
BA_Total,seasonal_mam,SAM,2011,11.085,thousand_km2
BA_Total,seasonal_mam,SAM,2012,12.724,thousand_km2
BA_Total,seasonal_mam,SAM,2013,13.953,thousand_km2
BA_Total,seasonal_mam,SAM,2014,15.736,thousand_km2
BA_Total,seasonal_mam,SAM,2015,11.695,thousand_km2
BA_Total,seasonal_mam,SAM,2016,26.464,thousand_km2
BA_Total,seasonal_mam,SAM,2017,13.742,thousand_km2
BA_Total,seasonal_mam,SAM,2018,16.761,thousand_km2
BA_Total,seasonal_mam,SAM,2019,16.014,thousand_km2
BA_Total,seasonal_mam,SAM,2020,27.393,thousand_km2
BA_Total,seasonal_mam,SAM,2021,18.893,thousand_km2
BA_Total,seasonal_mam,SAM,2022,23.067,thousand_km2
BA_Total,seasonal_mam,SAM,2023,10.415,thousand_km2
BA_Total,seasonal_mam,SAM,2024,0.0,thousand_km2
