variable,timescale,region,year,sum,unit
Cem_Forest,seasonal_son,NWN,2002,0.138,thousand_tonnes_C
Cem_Forest,seasonal_son,NWN,2003,0.668,thousand_tonnes_C
Cem_Forest,seasonal_son,NWN,2004,1.363,thousand_tonnes_C
Cem_Forest,seasonal_son,NWN,2005,0.327,thousand_tonnes_C
Cem_Forest,seasonal_son,NWN,2006,0.144,thousand_tonnes_C
Cem_Forest,seasonal_son,NWN,2007,0.399,thousand_tonnes_C
Cem_Forest,seasonal_son,NWN,2008,0.408,thousand_tonnes_C
Cem_Forest,seasonal_son,NWN,2009,0.126,thousand_tonnes_C
Cem_Forest,seasonal_son,NWN,2010,0.223,thousand_tonnes_C
Cem_Forest,seasonal_son,NWN,2011,0.284,thousand_tonnes_C
Cem_Forest,seasonal_son,NWN,2012,2.742,thousand_tonnes_C
Cem_Forest,seasonal_son,NWN,2013,1.002,thousand_tonnes_C
Cem_Forest,seasonal_son,NWN,2014,0.611,thousand_tonnes_C
Cem_Forest,seasonal_son,NWN,2015,0.04,thousand_tonnes_C
Cem_Forest,seasonal_son,NWN,2016,0.046,thousand_tonnes_C
Cem_Forest,seasonal_son,NWN,2017,2.5,thousand_tonnes_C
Cem_Forest,seasonal_son,NWN,2018,0.64,thousand_tonnes_C
Cem_Forest,seasonal_son,NWN,2019,0.905,thousand_tonnes_C
Cem_Forest,seasonal_son,NWN,2020,0.633,thousand_tonnes_C
