variable,timescale,region,year,1,2,3,4,5,6,7,8,9,10,11,12,unit
Cem_Total,monthly,ECA,2002,0.001,0.0,0.002,0.003,0.001,0.002,0.043,0.087,0.229,0.221,0.019,0.0,thousand_tonnes_C
Cem_Total,monthly,ECA,2003,0.0,0.0,0.019,0.045,0.004,0.005,0.011,0.03,0.127,0.333,0.004,0.0,thousand_tonnes_C
Cem_Total,monthly,ECA,2004,0.0,0.0,0.052,0.028,0.0,0.101,0.024,0.108,0.061,0.067,0.023,0.0,thousand_tonnes_C
Cem_Total,monthly,ECA,2005,0.0,0.014,0.006,0.021,0.0,0.069,0.189,0.013,0.042,0.16,0.003,0.0,thousand_tonnes_C
Cem_Total,monthly,ECA,2006,0.001,0.003,0.102,0.012,0.0,0.005,0.021,0.08,0.151,0.053,0.003,0.0,thousand_tonnes_C
Cem_Total,monthly,ECA,2007,0.002,0.0,0.003,0.005,0.001,0.143,0.019,0.064,0.206,0.269,0.135,0.001,thousand_tonnes_C
Cem_Total,monthly,ECA,2008,0.0,0.038,0.027,0.003,0.001,0.009,0.017,0.014,0.027,0.006,0.008,0.0,thousand_tonnes_C
Cem_Total,monthly,ECA,2009,0.0,0.001,0.068,0.001,0.0,0.007,0.099,0.023,0.015,0.081,0.015,0.0,thousand_tonnes_C
Cem_Total,monthly,ECA,2010,0.0,0.001,0.038,0.108,0.0,0.001,0.008,0.014,0.036,0.01,0.011,0.0,thousand_tonnes_C
Cem_Total,monthly,ECA,2011,0.0,0.0,0.013,0.049,0.001,0.0,0.009,0.015,0.081,0.021,0.008,0.0,thousand_tonnes_C
Cem_Total,monthly,ECA,2012,0.0,0.0,0.008,0.073,0.0,0.005,0.001,0.01,0.038,0.053,0.014,0.0,thousand_tonnes_C
Cem_Total,monthly,ECA,2013,0.0,0.0,0.047,0.028,0.004,0.0,0.017,0.003,0.07,0.06,0.11,0.001,thousand_tonnes_C
Cem_Total,monthly,ECA,2014,0.0,0.033,0.046,0.067,0.001,0.035,0.022,0.017,0.066,0.108,0.046,0.0,thousand_tonnes_C
Cem_Total,monthly,ECA,2015,0.0,0.008,0.012,0.013,0.001,0.01,0.039,0.033,0.09,0.122,0.007,0.001,thousand_tonnes_C
Cem_Total,monthly,ECA,2016,0.0,0.009,0.022,0.019,0.0,0.0,0.0,0.001,0.046,0.034,0.019,0.0,thousand_tonnes_C
Cem_Total,monthly,ECA,2017,0.0,0.0,0.018,0.108,0.002,0.007,0.062,0.025,0.071,0.131,0.019,0.0,thousand_tonnes_C
Cem_Total,monthly,ECA,2018,0.0,0.015,0.003,0.006,0.002,0.007,0.077,0.065,0.097,0.064,0.013,0.0,thousand_tonnes_C
Cem_Total,monthly,ECA,2019,0.0,0.054,0.08,0.019,0.053,0.007,0.005,0.03,0.06,0.044,0.015,0.0,thousand_tonnes_C
Cem_Total,monthly,ECA,2020,0.0,0.002,0.015,0.051,0.001,0.0,0.001,0.025,0.024,0.036,0.003,0.0,thousand_tonnes_C
