variable,timescale,region,year,sum,unit
BA_Forest,seasonal_djf,NAU,2001,0.0,thousand_km2
BA_Forest,seasonal_djf,NAU,2002,0.034,thousand_km2
BA_Forest,seasonal_djf,NAU,2003,1.312,thousand_km2
BA_Forest,seasonal_djf,NAU,2004,0.217,thousand_km2
BA_Forest,seasonal_djf,NAU,2005,0.113,thousand_km2
BA_Forest,seasonal_djf,NAU,2006,0.624,thousand_km2
BA_Forest,seasonal_djf,NAU,2007,0.398,thousand_km2
BA_Forest,seasonal_djf,NAU,2008,0.736,thousand_km2
BA_Forest,seasonal_djf,NAU,2009,0.103,thousand_km2
BA_Forest,seasonal_djf,NAU,2010,0.417,thousand_km2
BA_Forest,seasonal_djf,NAU,2011,0.008,thousand_km2
BA_Forest,seasonal_djf,NAU,2012,0.066,thousand_km2
BA_Forest,seasonal_djf,NAU,2013,2.329,thousand_km2
BA_Forest,seasonal_djf,NAU,2014,0.253,thousand_km2
BA_Forest,seasonal_djf,NAU,2015,0.531,thousand_km2
BA_Forest,seasonal_djf,NAU,2016,0.494,thousand_km2
BA_Forest,seasonal_djf,NAU,2017,0.632,thousand_km2
BA_Forest,seasonal_djf,NAU,2018,0.205,thousand_km2
BA_Forest,seasonal_djf,NAU,2019,0.324,thousand_km2
BA_Forest,seasonal_djf,NAU,2020,1.401,thousand_km2
BA_Forest,seasonal_djf,NAU,2021,0.165,thousand_km2
BA_Forest,seasonal_djf,NAU,2022,0.325,thousand_km2
BA_Forest,seasonal_djf,NAU,2023,0.147,thousand_km2
BA_Forest,seasonal_djf,NAU,2024,0.225,thousand_km2
