fittype,tstart,tend,slope,slope_lower,slope_upper,slope_mann_kendall,pvalue_slope,intercept,intercept_lower,intercept_upper,pvalue_intercept,SE,corrcoef,R2adj,variable,timescale,region
theil-sen,2001-04-01,2024-04-01,-0.0,-0.0,-0.0,0.0,0.009011,0.0,0.0,0.0,0.000302,0.012152,,0.0,BA_Forest_NonForest,seasonal_mam,GIC
