variable,timescale,region,year,sum,unit
Cem_Total,seasonal_mam,SAM,2002,1.174,thousand_tonnes_C
Cem_Total,seasonal_mam,SAM,2003,1.375,thousand_tonnes_C
Cem_Total,seasonal_mam,SAM,2004,2.083,thousand_tonnes_C
Cem_Total,seasonal_mam,SAM,2005,2.44,thousand_tonnes_C
Cem_Total,seasonal_mam,SAM,2006,1.024,thousand_tonnes_C
Cem_Total,seasonal_mam,SAM,2007,1.293,thousand_tonnes_C
Cem_Total,seasonal_mam,SAM,2008,0.826,thousand_tonnes_C
Cem_Total,seasonal_mam,SAM,2009,4.355,thousand_tonnes_C
Cem_Total,seasonal_mam,SAM,2010,2.109,thousand_tonnes_C
Cem_Total,seasonal_mam,SAM,2011,0.704,thousand_tonnes_C
Cem_Total,seasonal_mam,SAM,2012,1.108,thousand_tonnes_C
Cem_Total,seasonal_mam,SAM,2013,0.801,thousand_tonnes_C
Cem_Total,seasonal_mam,SAM,2014,0.973,thousand_tonnes_C
Cem_Total,seasonal_mam,SAM,2015,0.576,thousand_tonnes_C
Cem_Total,seasonal_mam,SAM,2016,1.48,thousand_tonnes_C
Cem_Total,seasonal_mam,SAM,2017,0.925,thousand_tonnes_C
Cem_Total,seasonal_mam,SAM,2018,0.931,thousand_tonnes_C
Cem_Total,seasonal_mam,SAM,2019,1.283,thousand_tonnes_C
Cem_Total,seasonal_mam,SAM,2020,6.352,thousand_tonnes_C
