variable,timescale,region,year,1,2,3,4,5,6,7,8,9,10,11,12,unit
BA_Forest,monthly,CNA,2001,0.017,0.036,0.249,0.023,0.051,0.0,0.022,0.014,0.003,0.158,0.029,0.152,thousand_km2
BA_Forest,monthly,CNA,2002,0.019,0.031,0.185,0.006,0.06,0.045,0.259,0.135,0.077,0.175,0.539,0.119,thousand_km2
BA_Forest,monthly,CNA,2003,0.233,0.324,1.83,0.872,0.041,0.076,0.079,0.041,0.027,1.352,0.6,0.296,thousand_km2
BA_Forest,monthly,CNA,2004,0.036,1.203,1.649,0.185,0.035,0.0,0.031,0.034,0.143,0.132,0.008,0.161,thousand_km2
BA_Forest,monthly,CNA,2005,0.133,0.197,1.462,0.206,0.079,0.068,0.104,0.08,0.149,0.167,1.352,0.263,thousand_km2
BA_Forest,monthly,CNA,2006,0.224,0.572,0.973,0.125,0.085,0.025,0.563,0.052,0.634,0.212,0.252,0.184,thousand_km2
BA_Forest,monthly,CNA,2007,0.028,1.236,0.762,0.565,0.662,0.019,0.0,0.048,0.058,0.163,0.601,0.201,thousand_km2
BA_Forest,monthly,CNA,2008,0.061,0.241,1.023,0.303,0.108,0.018,0.018,0.018,0.052,0.089,1.417,0.052,thousand_km2
BA_Forest,monthly,CNA,2009,0.293,0.863,0.931,1.027,0.021,0.177,0.019,0.01,0.026,0.713,0.239,0.044,thousand_km2
BA_Forest,monthly,CNA,2010,0.049,0.421,1.417,0.147,0.028,0.141,0.005,0.17,0.089,1.726,0.284,0.13,thousand_km2
BA_Forest,monthly,CNA,2011,0.015,0.839,0.578,0.169,0.035,0.134,0.028,0.049,1.779,0.572,0.423,0.061,thousand_km2
BA_Forest,monthly,CNA,2012,0.09,0.632,0.895,0.117,0.249,0.05,0.023,0.154,0.094,0.464,0.164,0.16,thousand_km2
BA_Forest,monthly,CNA,2013,0.195,0.125,1.701,0.122,0.009,0.095,0.009,0.028,0.183,0.025,0.196,0.219,thousand_km2
BA_Forest,monthly,CNA,2014,0.066,0.421,1.262,0.286,0.204,0.004,0.029,0.009,0.072,0.066,0.412,0.102,thousand_km2
BA_Forest,monthly,CNA,2015,0.244,0.242,0.487,0.022,0.065,0.011,0.016,0.044,0.163,0.251,0.181,0.403,thousand_km2
BA_Forest,monthly,CNA,2016,0.233,1.885,1.08,0.599,0.217,0.042,0.033,0.044,0.082,0.213,0.152,0.369,thousand_km2
BA_Forest,monthly,CNA,2017,0.545,0.902,1.251,0.076,0.004,0.022,0.007,0.008,0.152,0.162,0.538,0.151,thousand_km2
BA_Forest,monthly,CNA,2018,0.039,0.156,1.85,0.909,0.096,0.004,0.006,0.14,0.055,0.028,0.133,0.019,thousand_km2
BA_Forest,monthly,CNA,2019,0.039,0.048,1.687,0.205,0.007,0.01,0.013,0.028,0.119,0.018,1.035,0.07,thousand_km2
BA_Forest,monthly,CNA,2020,0.097,0.186,0.369,0.084,0.017,0.03,0.01,0.09,0.021,0.123,0.539,0.043,thousand_km2
BA_Forest,monthly,CNA,2021,0.116,1.315,1.886,0.647,0.123,0.042,0.252,2.008,0.089,0.484,0.239,0.234,thousand_km2
BA_Forest,monthly,CNA,2022,0.254,0.92,2.142,0.274,0.094,0.085,0.151,0.1,0.174,0.568,0.235,0.298,thousand_km2
BA_Forest,monthly,CNA,2023,0.054,0.255,0.965,0.107,0.08,0.07,0.068,0.75,0.165,0.363,0.779,0.053,thousand_km2
BA_Forest,monthly,CNA,2024,0.044,1.567,,,,,,,,,,,thousand_km2
