variable,timescale,region,year,sum,unit
BA_Total,seasonal_son,NEU,2001,0.021,thousand_km2
BA_Total,seasonal_son,NEU,2002,1.082,thousand_km2
BA_Total,seasonal_son,NEU,2003,0.025,thousand_km2
BA_Total,seasonal_son,NEU,2004,0.032,thousand_km2
BA_Total,seasonal_son,NEU,2005,0.036,thousand_km2
BA_Total,seasonal_son,NEU,2006,0.125,thousand_km2
BA_Total,seasonal_son,NEU,2007,0.0,thousand_km2
BA_Total,seasonal_son,NEU,2008,0.001,thousand_km2
BA_Total,seasonal_son,NEU,2009,0.013,thousand_km2
BA_Total,seasonal_son,NEU,2010,0.007,thousand_km2
BA_Total,seasonal_son,NEU,2011,0.031,thousand_km2
BA_Total,seasonal_son,NEU,2012,0.002,thousand_km2
BA_Total,seasonal_son,NEU,2013,0.0,thousand_km2
BA_Total,seasonal_son,NEU,2014,0.001,thousand_km2
BA_Total,seasonal_son,NEU,2015,0.006,thousand_km2
BA_Total,seasonal_son,NEU,2016,0.0,thousand_km2
BA_Total,seasonal_son,NEU,2017,0.008,thousand_km2
BA_Total,seasonal_son,NEU,2018,0.083,thousand_km2
BA_Total,seasonal_son,NEU,2019,0.0,thousand_km2
BA_Total,seasonal_son,NEU,2020,0.0,thousand_km2
BA_Total,seasonal_son,NEU,2021,0.01,thousand_km2
BA_Total,seasonal_son,NEU,2022,0.0,thousand_km2
BA_Total,seasonal_son,NEU,2023,0.0,thousand_km2
BA_Total,seasonal_son,NEU,2024,0.0,thousand_km2
