variable,timescale,region,year,sum,unit
BA_Forest,seasonal_jja,CAR,2001,0.002,thousand_km2
BA_Forest,seasonal_jja,CAR,2002,0.019,thousand_km2
BA_Forest,seasonal_jja,CAR,2003,0.021,thousand_km2
BA_Forest,seasonal_jja,CAR,2004,0.053,thousand_km2
BA_Forest,seasonal_jja,CAR,2005,0.016,thousand_km2
BA_Forest,seasonal_jja,CAR,2006,0.012,thousand_km2
BA_Forest,seasonal_jja,CAR,2007,0.003,thousand_km2
BA_Forest,seasonal_jja,CAR,2008,0.319,thousand_km2
BA_Forest,seasonal_jja,CAR,2009,0.009,thousand_km2
BA_Forest,seasonal_jja,CAR,2010,0.008,thousand_km2
BA_Forest,seasonal_jja,CAR,2011,0.017,thousand_km2
BA_Forest,seasonal_jja,CAR,2012,0.013,thousand_km2
BA_Forest,seasonal_jja,CAR,2013,0.047,thousand_km2
BA_Forest,seasonal_jja,CAR,2014,0.079,thousand_km2
BA_Forest,seasonal_jja,CAR,2015,0.175,thousand_km2
BA_Forest,seasonal_jja,CAR,2016,0.002,thousand_km2
BA_Forest,seasonal_jja,CAR,2017,0.015,thousand_km2
BA_Forest,seasonal_jja,CAR,2018,0.02,thousand_km2
BA_Forest,seasonal_jja,CAR,2019,0.052,thousand_km2
BA_Forest,seasonal_jja,CAR,2020,0.035,thousand_km2
BA_Forest,seasonal_jja,CAR,2021,0.019,thousand_km2
BA_Forest,seasonal_jja,CAR,2022,0.009,thousand_km2
BA_Forest,seasonal_jja,CAR,2023,0.077,thousand_km2
BA_Forest,seasonal_jja,CAR,2024,0.0,thousand_km2
