variable,timescale,region,year,1,2,3,4,5,6,7,8,9,10,11,12,unit
BA_Total,monthly,NWS,2001,9.082,18.384,4.126,0.271,0.001,0.0,0.302,3.605,0.563,0.005,0.058,0.585,thousand_km2
BA_Total,monthly,NWS,2002,5.489,15.241,1.552,0.033,0.0,0.163,1.352,3.381,1.376,0.436,0.822,2.721,thousand_km2
BA_Total,monthly,NWS,2003,19.449,12.236,15.355,1.836,0.0,0.2,0.971,2.97,2.837,0.552,0.691,1.619,thousand_km2
BA_Total,monthly,NWS,2004,22.486,30.67,4.369,0.505,0.007,0.089,0.536,1.633,1.33,0.465,0.784,2.799,thousand_km2
BA_Total,monthly,NWS,2005,3.945,3.945,3.986,0.086,0.021,0.396,3.16,6.592,4.853,2.277,2.923,7.895,thousand_km2
BA_Total,monthly,NWS,2006,4.956,6.548,2.122,0.292,0.068,0.373,0.807,1.501,2.209,1.337,0.57,2.952,thousand_km2
BA_Total,monthly,NWS,2007,10.745,38.1,5.993,0.091,0.027,0.303,1.023,1.684,2.941,1.57,1.481,1.94,thousand_km2
BA_Total,monthly,NWS,2008,10.745,10.029,7.73,0.314,0.001,0.011,0.248,1.616,1.608,0.412,0.371,2.746,thousand_km2
BA_Total,monthly,NWS,2009,2.827,5.198,3.372,0.248,0.232,0.257,1.294,2.081,2.771,1.305,1.835,5.279,thousand_km2
BA_Total,monthly,NWS,2010,13.172,3.777,1.336,0.111,0.036,0.089,0.383,5.646,2.254,1.508,0.511,2.868,thousand_km2
BA_Total,monthly,NWS,2011,7.387,8.731,0.786,0.07,0.073,0.181,0.46,1.766,0.709,0.522,2.298,1.023,thousand_km2
BA_Total,monthly,NWS,2012,5.44,5.081,2.727,0.029,0.043,0.191,0.668,2.857,5.196,0.406,0.966,2.967,thousand_km2
BA_Total,monthly,NWS,2013,7.554,7.334,0.721,0.315,0.046,0.156,0.424,0.701,1.572,0.388,0.96,2.092,thousand_km2
BA_Total,monthly,NWS,2014,10.927,12.889,4.379,0.818,0.05,0.534,1.141,1.954,2.098,0.167,0.295,1.001,thousand_km2
BA_Total,monthly,NWS,2015,1.218,2.827,7.1,0.432,0.11,0.879,0.824,2.416,4.428,0.95,0.254,1.643,thousand_km2
BA_Total,monthly,NWS,2016,11.382,8.497,9.966,1.727,0.013,0.285,1.054,2.903,1.803,1.251,4.384,2.862,thousand_km2
BA_Total,monthly,NWS,2017,3.366,8.031,1.317,0.216,0.017,0.032,0.616,1.475,0.987,0.978,0.675,3.505,thousand_km2
BA_Total,monthly,NWS,2018,1.685,35.666,5.628,0.261,0.012,0.247,0.575,0.771,2.573,0.498,1.406,2.612,thousand_km2
BA_Total,monthly,NWS,2019,5.52,10.95,5.697,1.229,0.03,0.05,0.793,3.305,3.765,0.455,0.498,1.749,thousand_km2
BA_Total,monthly,NWS,2020,3.466,10.195,12.803,2.889,1.169,0.319,0.711,2.238,3.196,1.82,1.417,1.785,thousand_km2
BA_Total,monthly,NWS,2021,2.656,5.693,2.667,0.049,0.0,0.156,0.359,1.306,0.754,0.533,0.738,4.767,thousand_km2
BA_Total,monthly,NWS,2022,13.96,8.843,0.496,0.113,0.066,0.258,0.678,1.592,3.118,2.369,2.955,4.052,thousand_km2
BA_Total,monthly,NWS,2023,3.041,6.742,2.032,0.172,0.326,0.273,0.835,2.059,2.688,1.23,0.77,0.446,thousand_km2
BA_Total,monthly,NWS,2024,6.68,2.94,,,,,,,,,,,thousand_km2
