variable,timescale,region,year,sum,unit
BA_Total,seasonal_son,ESAF,2001,1003.926,thousand_km2
BA_Total,seasonal_son,ESAF,2002,1049.497,thousand_km2
BA_Total,seasonal_son,ESAF,2003,1173.561,thousand_km2
BA_Total,seasonal_son,ESAF,2004,1249.211,thousand_km2
BA_Total,seasonal_son,ESAF,2005,912.951,thousand_km2
BA_Total,seasonal_son,ESAF,2006,1277.646,thousand_km2
BA_Total,seasonal_son,ESAF,2007,1070.61,thousand_km2
BA_Total,seasonal_son,ESAF,2008,1428.54,thousand_km2
BA_Total,seasonal_son,ESAF,2009,1258.038,thousand_km2
BA_Total,seasonal_son,ESAF,2010,1661.254,thousand_km2
BA_Total,seasonal_son,ESAF,2011,1291.016,thousand_km2
BA_Total,seasonal_son,ESAF,2012,1035.509,thousand_km2
BA_Total,seasonal_son,ESAF,2013,1046.024,thousand_km2
BA_Total,seasonal_son,ESAF,2014,1262.946,thousand_km2
BA_Total,seasonal_son,ESAF,2015,1241.729,thousand_km2
BA_Total,seasonal_son,ESAF,2016,1116.659,thousand_km2
BA_Total,seasonal_son,ESAF,2017,1213.171,thousand_km2
BA_Total,seasonal_son,ESAF,2018,1144.15,thousand_km2
BA_Total,seasonal_son,ESAF,2019,967.034,thousand_km2
BA_Total,seasonal_son,ESAF,2020,933.406,thousand_km2
BA_Total,seasonal_son,ESAF,2021,1062.354,thousand_km2
BA_Total,seasonal_son,ESAF,2022,1402.606,thousand_km2
BA_Total,seasonal_son,ESAF,2023,1055.609,thousand_km2
BA_Total,seasonal_son,ESAF,2024,0.0,thousand_km2
