variable,timescale,region,year,1,2,3,4,5,6,7,8,9,10,11,12,unit
Cem_Forest,monthly,SES,2002,0.999,0.234,0.102,0.052,0.019,0.087,0.482,4.521,2.828,2.371,0.386,0.141,thousand_tonnes_C
Cem_Forest,monthly,SES,2003,0.338,0.054,0.135,0.07,0.421,0.178,0.811,1.516,2.688,0.442,0.929,0.104,thousand_tonnes_C
Cem_Forest,monthly,SES,2004,0.322,0.302,0.637,0.241,0.032,0.391,0.367,2.004,3.345,0.586,0.09,0.118,thousand_tonnes_C
Cem_Forest,monthly,SES,2005,0.186,0.625,1.196,0.075,0.047,0.212,0.434,4.221,1.461,0.645,0.127,0.18,thousand_tonnes_C
Cem_Forest,monthly,SES,2006,0.288,0.301,0.079,0.08,0.282,0.245,0.844,2.647,1.476,0.106,0.171,0.033,thousand_tonnes_C
Cem_Forest,monthly,SES,2007,0.026,0.043,0.046,0.085,0.06,0.274,0.779,3.287,6.79,0.75,0.239,0.079,thousand_tonnes_C
Cem_Forest,monthly,SES,2008,0.051,0.162,0.097,0.085,0.139,0.371,0.493,0.56,1.084,0.172,0.185,0.202,thousand_tonnes_C
Cem_Forest,monthly,SES,2009,0.155,0.049,0.168,0.561,0.139,0.147,0.242,0.679,0.748,0.799,0.435,0.01,thousand_tonnes_C
Cem_Forest,monthly,SES,2010,0.035,0.147,0.041,0.113,0.022,0.136,0.483,1.419,1.787,0.554,0.735,0.157,thousand_tonnes_C
Cem_Forest,monthly,SES,2011,0.022,0.005,0.03,0.007,0.026,0.442,0.637,0.505,1.495,0.412,0.24,0.294,thousand_tonnes_C
Cem_Forest,monthly,SES,2012,0.509,0.511,0.275,0.041,0.032,0.289,0.12,1.035,2.436,0.533,0.246,0.151,thousand_tonnes_C
Cem_Forest,monthly,SES,2013,0.337,0.326,0.12,0.03,0.025,0.014,0.274,0.582,4.758,0.843,0.421,0.052,thousand_tonnes_C
Cem_Forest,monthly,SES,2014,0.133,0.396,0.077,0.008,0.005,0.013,0.06,0.235,0.283,0.91,0.143,0.131,thousand_tonnes_C
Cem_Forest,monthly,SES,2015,0.107,0.031,0.08,0.008,0.011,0.024,0.096,0.58,0.715,0.365,0.107,0.102,thousand_tonnes_C
Cem_Forest,monthly,SES,2016,0.043,0.021,0.009,0.015,0.011,0.138,0.184,0.508,1.18,0.596,0.087,0.162,thousand_tonnes_C
Cem_Forest,monthly,SES,2017,0.337,0.037,0.046,0.007,0.002,0.044,6.025,0.848,2.289,0.793,0.312,0.153,thousand_tonnes_C
Cem_Forest,monthly,SES,2018,0.098,0.133,0.054,0.051,0.036,0.082,0.111,0.838,0.669,0.061,0.064,0.082,thousand_tonnes_C
Cem_Forest,monthly,SES,2019,0.233,0.802,0.046,0.047,0.009,0.065,0.666,3.149,6.605,1.638,0.395,0.088,thousand_tonnes_C
Cem_Forest,monthly,SES,2020,0.025,0.102,0.286,0.186,0.124,0.103,0.595,1.403,1.983,2.727,1.236,0.065,thousand_tonnes_C
