variable,timescale,region,year,1,2,3,4,5,6,7,8,9,10,11,12,unit
BA_Total,monthly,SCA,2001,3.137,3.871,7.631,16.743,7.287,0.0,0.241,0.143,0.008,0.064,1.092,1.982,thousand_km2
BA_Total,monthly,SCA,2002,2.676,3.719,10.328,24.281,24.727,0.16,0.208,0.284,0.131,0.11,1.075,2.02,thousand_km2
BA_Total,monthly,SCA,2003,3.363,6.141,54.751,30.777,83.494,0.783,0.367,0.325,0.112,0.022,0.876,2.336,thousand_km2
BA_Total,monthly,SCA,2004,2.053,3.926,8.565,18.146,5.094,0.798,0.284,0.669,0.308,0.174,1.695,2.989,thousand_km2
BA_Total,monthly,SCA,2005,3.7,11.646,38.984,48.143,29.447,3.718,0.071,0.0,0.005,0.0,0.716,1.926,thousand_km2
BA_Total,monthly,SCA,2006,3.295,4.303,11.741,19.706,23.734,0.205,0.0,0.0,0.0,0.005,1.082,1.262,thousand_km2
BA_Total,monthly,SCA,2007,2.944,6.618,8.54,20.454,36.071,4.863,2.584,0.235,0.024,0.209,1.184,1.874,thousand_km2
BA_Total,monthly,SCA,2008,4.81,4.091,10.85,18.849,28.458,0.536,0.134,0.137,0.148,0.064,1.132,2.238,thousand_km2
BA_Total,monthly,SCA,2009,2.595,4.432,13.981,37.367,18.319,1.295,0.88,0.274,0.392,0.105,1.866,1.971,thousand_km2
BA_Total,monthly,SCA,2010,2.896,6.232,20.674,10.841,15.447,2.63,0.019,0.001,0.011,0.251,1.254,2.493,thousand_km2
BA_Total,monthly,SCA,2011,3.214,3.73,10.607,34.637,25.334,3.793,0.05,0.048,0.042,0.161,1.507,2.386,thousand_km2
BA_Total,monthly,SCA,2012,1.67,3.118,8.555,15.709,10.375,0.414,0.131,0.015,0.005,0.215,2.407,2.739,thousand_km2
BA_Total,monthly,SCA,2013,2.626,7.244,19.069,29.935,29.247,0.5,0.308,0.175,0.006,0.005,1.321,2.178,thousand_km2
BA_Total,monthly,SCA,2014,2.54,3.418,10.587,25.412,7.949,0.091,0.223,0.209,0.002,0.004,2.453,2.517,thousand_km2
BA_Total,monthly,SCA,2015,2.964,4.538,8.898,22.225,18.069,0.626,0.727,0.842,0.045,0.064,1.268,2.582,thousand_km2
BA_Total,monthly,SCA,2016,2.87,7.254,7.755,28.73,27.861,1.467,0.833,0.231,0.0,0.119,1.588,2.63,thousand_km2
BA_Total,monthly,SCA,2017,5.414,7.345,16.004,26.253,11.549,0.221,0.02,0.046,0.02,0.032,1.796,2.97,thousand_km2
BA_Total,monthly,SCA,2018,3.41,5.332,17.229,23.218,9.373,1.95,1.18,0.404,0.138,0.088,2.081,2.359,thousand_km2
BA_Total,monthly,SCA,2019,3.706,5.409,20.911,32.65,27.599,1.227,0.631,0.784,0.501,0.056,2.373,2.968,thousand_km2
BA_Total,monthly,SCA,2020,3.905,4.811,11.268,62.518,25.082,1.593,0.212,0.038,0.05,0.096,1.044,3.135,thousand_km2
BA_Total,monthly,SCA,2021,2.776,4.214,9.107,15.47,11.092,0.492,0.082,0.036,0.177,0.159,2.25,2.192,thousand_km2
BA_Total,monthly,SCA,2022,3.033,6.257,9.106,14.347,11.552,0.475,0.163,0.055,0.0,0.064,1.473,3.105,thousand_km2
BA_Total,monthly,SCA,2023,3.383,7.292,14.167,33.99,31.397,7.424,0.182,0.194,0.116,0.243,1.561,2.837,thousand_km2
BA_Total,monthly,SCA,2024,2.83,7.662,,,,,,,,,,,thousand_km2
