variable,timescale,region,year,sum,unit
Cem_Forest,seasonal_mam,ESAF,2002,1.399,thousand_tonnes_C
Cem_Forest,seasonal_mam,ESAF,2003,0.869,thousand_tonnes_C
Cem_Forest,seasonal_mam,ESAF,2004,0.104,thousand_tonnes_C
Cem_Forest,seasonal_mam,ESAF,2005,3.156,thousand_tonnes_C
Cem_Forest,seasonal_mam,ESAF,2006,0.186,thousand_tonnes_C
Cem_Forest,seasonal_mam,ESAF,2007,0.165,thousand_tonnes_C
Cem_Forest,seasonal_mam,ESAF,2008,0.18,thousand_tonnes_C
Cem_Forest,seasonal_mam,ESAF,2009,0.092,thousand_tonnes_C
Cem_Forest,seasonal_mam,ESAF,2010,0.143,thousand_tonnes_C
Cem_Forest,seasonal_mam,ESAF,2011,0.159,thousand_tonnes_C
Cem_Forest,seasonal_mam,ESAF,2012,0.222,thousand_tonnes_C
Cem_Forest,seasonal_mam,ESAF,2013,0.634,thousand_tonnes_C
Cem_Forest,seasonal_mam,ESAF,2014,0.084,thousand_tonnes_C
Cem_Forest,seasonal_mam,ESAF,2015,0.164,thousand_tonnes_C
Cem_Forest,seasonal_mam,ESAF,2016,0.217,thousand_tonnes_C
Cem_Forest,seasonal_mam,ESAF,2017,0.018,thousand_tonnes_C
Cem_Forest,seasonal_mam,ESAF,2018,0.044,thousand_tonnes_C
Cem_Forest,seasonal_mam,ESAF,2019,0.302,thousand_tonnes_C
Cem_Forest,seasonal_mam,ESAF,2020,0.221,thousand_tonnes_C
