variable,timescale,region,year,sum,unit
Cem_Forest,yearly,NES,2002,11.738,thousand_tonnes_C
Cem_Forest,yearly,NES,2003,8.455,thousand_tonnes_C
Cem_Forest,yearly,NES,2004,9.139,thousand_tonnes_C
Cem_Forest,yearly,NES,2005,16.486,thousand_tonnes_C
Cem_Forest,yearly,NES,2006,3.624,thousand_tonnes_C
Cem_Forest,yearly,NES,2007,26.33,thousand_tonnes_C
Cem_Forest,yearly,NES,2008,5.359,thousand_tonnes_C
Cem_Forest,yearly,NES,2009,5.189,thousand_tonnes_C
Cem_Forest,yearly,NES,2010,18.318,thousand_tonnes_C
Cem_Forest,yearly,NES,2011,4.951,thousand_tonnes_C
Cem_Forest,yearly,NES,2012,15.002,thousand_tonnes_C
Cem_Forest,yearly,NES,2013,3.852,thousand_tonnes_C
Cem_Forest,yearly,NES,2014,5.572,thousand_tonnes_C
Cem_Forest,yearly,NES,2015,33.716,thousand_tonnes_C
Cem_Forest,yearly,NES,2016,9.86,thousand_tonnes_C
Cem_Forest,yearly,NES,2017,27.012,thousand_tonnes_C
Cem_Forest,yearly,NES,2018,3.746,thousand_tonnes_C
Cem_Forest,yearly,NES,2019,7.646,thousand_tonnes_C
Cem_Forest,yearly,NES,2020,7.876,thousand_tonnes_C
