variable,timescale,region,year,1,2,3,4,5,6,7,8,9,10,11,12,unit
BA_Total,monthly,WCA,2001,0.811,1.719,3.864,1.365,3.391,17.978,18.151,25.053,13.002,5.607,1.424,0.287,thousand_km2
BA_Total,monthly,WCA,2002,1.889,0.346,1.579,2.144,8.883,17.802,25.112,31.345,23.644,9.003,7.645,1.313,thousand_km2
BA_Total,monthly,WCA,2003,2.002,2.236,7.985,6.197,8.258,13.964,26.05,23.687,27.241,9.572,2.865,1.821,thousand_km2
BA_Total,monthly,WCA,2004,3.675,2.42,1.924,3.598,23.003,61.51,27.246,16.949,12.443,8.229,2.658,1.15,thousand_km2
BA_Total,monthly,WCA,2005,1.782,6.074,1.357,3.968,14.351,14.436,24.562,15.911,16.355,9.71,5.67,2.738,thousand_km2
BA_Total,monthly,WCA,2006,1.083,7.368,9.917,2.514,11.81,9.698,26.753,24.435,22.095,7.164,3.266,2.378,thousand_km2
BA_Total,monthly,WCA,2007,2.915,1.863,3.453,1.732,9.381,26.547,27.962,30.157,31.861,10.478,3.809,0.607,thousand_km2
BA_Total,monthly,WCA,2008,1.312,4.041,4.386,2.012,6.201,6.147,12.713,14.385,8.585,3.576,6.611,5.052,thousand_km2
BA_Total,monthly,WCA,2009,1.37,3.647,2.385,2.301,8.783,9.851,27.717,16.539,16.048,10.013,11.001,0.837,thousand_km2
BA_Total,monthly,WCA,2010,0.782,1.524,1.651,1.944,14.777,15.448,21.706,26.487,13.38,11.505,18.936,4.558,thousand_km2
BA_Total,monthly,WCA,2011,0.449,5.589,5.582,2.042,2.766,7.618,10.087,16.614,11.718,13.219,14.611,1.357,thousand_km2
BA_Total,monthly,WCA,2012,0.785,2.423,9.533,4.005,5.301,7.33,5.542,4.895,7.003,8.647,13.309,0.556,thousand_km2
BA_Total,monthly,WCA,2013,3.027,3.065,5.063,4.024,13.664,7.392,8.189,5.367,7.934,13.771,11.264,2.595,thousand_km2
BA_Total,monthly,WCA,2014,1.123,9.588,1.929,4.235,3.834,15.414,8.992,8.198,6.524,5.868,23.604,2.167,thousand_km2
BA_Total,monthly,WCA,2015,2.372,2.313,3.13,3.237,8.92,17.304,24.33,19.088,14.197,15.569,31.157,0.636,thousand_km2
BA_Total,monthly,WCA,2016,3.211,5.602,1.058,2.074,17.053,12.372,10.892,16.819,15.065,7.139,33.053,1.92,thousand_km2
BA_Total,monthly,WCA,2017,1.812,3.808,5.678,2.904,11.657,8.484,10.871,10.231,8.886,11.532,14.977,2.475,thousand_km2
BA_Total,monthly,WCA,2018,3.316,0.799,4.785,2.789,8.883,5.985,14.668,10.379,12.912,13.749,26.503,1.146,thousand_km2
BA_Total,monthly,WCA,2019,1.161,1.223,24.205,7.052,11.635,34.626,42.701,22.811,21.201,22.534,26.368,6.505,thousand_km2
BA_Total,monthly,WCA,2020,5.944,8.938,19.21,2.929,14.357,23.263,17.868,8.232,11.433,22.504,18.307,1.907,thousand_km2
BA_Total,monthly,WCA,2021,1.886,3.149,3.271,12.697,6.574,13.628,4.872,4.674,2.887,11.348,25.029,1.281,thousand_km2
BA_Total,monthly,WCA,2022,2.048,1.956,2.757,5.409,10.287,7.811,2.934,3.28,4.299,7.375,21.302,0.549,thousand_km2
BA_Total,monthly,WCA,2023,1.494,2.887,6.29,5.861,5.639,10.535,4.974,5.003,4.417,17.795,18.889,2.655,thousand_km2
BA_Total,monthly,WCA,2024,0.934,3.913,,,,,,,,,,,thousand_km2
