variable,timescale,region,year,sum,unit
Cem_Total,yearly_jj,ESB,2002,23.661,thousand_tonnes_C
Cem_Total,yearly_jj,ESB,2003,409.697,thousand_tonnes_C
Cem_Total,yearly_jj,ESB,2004,40.715,thousand_tonnes_C
Cem_Total,yearly_jj,ESB,2005,29.907,thousand_tonnes_C
Cem_Total,yearly_jj,ESB,2006,38.911,thousand_tonnes_C
Cem_Total,yearly_jj,ESB,2007,97.721,thousand_tonnes_C
Cem_Total,yearly_jj,ESB,2008,160.427,thousand_tonnes_C
Cem_Total,yearly_jj,ESB,2009,45.911,thousand_tonnes_C
Cem_Total,yearly_jj,ESB,2010,13.248,thousand_tonnes_C
Cem_Total,yearly_jj,ESB,2011,67.956,thousand_tonnes_C
Cem_Total,yearly_jj,ESB,2012,101.356,thousand_tonnes_C
Cem_Total,yearly_jj,ESB,2013,63.578,thousand_tonnes_C
Cem_Total,yearly_jj,ESB,2014,121.763,thousand_tonnes_C
Cem_Total,yearly_jj,ESB,2015,155.343,thousand_tonnes_C
Cem_Total,yearly_jj,ESB,2016,132.009,thousand_tonnes_C
Cem_Total,yearly_jj,ESB,2017,148.636,thousand_tonnes_C
Cem_Total,yearly_jj,ESB,2018,129.889,thousand_tonnes_C
Cem_Total,yearly_jj,ESB,2019,91.218,thousand_tonnes_C
Cem_Total,yearly_jj,ESB,2020,169.01,thousand_tonnes_C
