variable,timescale,region,year,1,2,3,4,5,6,7,8,9,10,11,12,unit
BA_Total,monthly,EEU,2001,0.456,1.414,2.061,9.627,0.255,20.604,162.5,166.928,25.903,1.544,0.164,0.0,thousand_km2
BA_Total,monthly,EEU,2002,0.0,0.074,2.402,5.239,2.48,9.265,131.657,212.312,103.563,4.557,1.354,0.024,thousand_km2
BA_Total,monthly,EEU,2003,0.0,1.295,6.667,13.115,0.797,1.987,4.367,15.855,49.999,88.046,0.096,0.0,thousand_km2
BA_Total,monthly,EEU,2004,0.0,0.123,3.425,8.637,7.82,134.224,39.476,81.07,45.365,17.352,0.409,0.028,thousand_km2
BA_Total,monthly,EEU,2005,0.361,1.215,7.398,19.051,0.447,16.022,82.561,76.362,92.188,54.35,1.409,0.132,thousand_km2
BA_Total,monthly,EEU,2006,0.0,1.782,5.397,44.882,4.438,144.422,104.122,124.857,47.877,8.342,0.217,0.001,thousand_km2
BA_Total,monthly,EEU,2007,0.008,0.219,18.484,1.137,1.085,26.765,65.324,124.251,33.986,17.873,0.238,0.016,thousand_km2
BA_Total,monthly,EEU,2008,0.035,0.673,8.929,28.924,6.814,13.63,75.062,135.19,43.196,15.215,1.085,0.036,thousand_km2
BA_Total,monthly,EEU,2009,0.111,0.008,17.491,66.534,2.406,34.206,100.518,36.694,14.463,14.763,1.467,0.0,thousand_km2
BA_Total,monthly,EEU,2010,0.003,0.184,6.497,10.971,2.55,61.521,126.694,93.573,34.971,3.393,0.573,0.004,thousand_km2
BA_Total,monthly,EEU,2011,0.024,18.159,2.763,3.644,0.413,4.096,53.194,22.616,5.337,1.944,0.065,0.0,thousand_km2
BA_Total,monthly,EEU,2012,0.0,0.001,4.933,8.481,4.244,24.137,20.856,35.672,4.665,4.748,0.267,0.033,thousand_km2
BA_Total,monthly,EEU,2013,0.006,0.587,0.969,6.4,0.604,7.465,3.779,11.044,0.509,0.982,0.755,0.003,thousand_km2
BA_Total,monthly,EEU,2014,0.0,1.928,3.537,12.403,4.501,18.222,43.23,85.786,19.517,15.409,0.695,0.02,thousand_km2
BA_Total,monthly,EEU,2015,0.0,1.077,6.111,4.236,0.791,42.697,15.447,36.907,28.135,10.036,1.078,0.015,thousand_km2
BA_Total,monthly,EEU,2016,0.0,0.067,0.666,4.569,0.206,1.545,4.4,39.495,4.73,1.846,0.094,0.0,thousand_km2
BA_Total,monthly,EEU,2017,0.0,1.214,3.837,9.971,1.509,4.714,124.611,120.047,62.804,6.445,0.098,0.003,thousand_km2
BA_Total,monthly,EEU,2018,0.0,0.14,4.353,11.216,7.547,12.802,28.878,17.433,15.325,4.516,0.763,0.0,thousand_km2
BA_Total,monthly,EEU,2019,0.001,1.564,10.173,11.059,1.389,12.337,31.147,9.387,8.494,3.499,1.08,0.005,thousand_km2
BA_Total,monthly,EEU,2020,0.0,3.422,3.697,1.855,0.115,11.91,32.974,13.737,10.993,8.56,1.139,0.038,thousand_km2
BA_Total,monthly,EEU,2021,0.008,1.674,7.446,8.09,0.405,4.109,6.432,20.234,3.13,5.179,0.795,0.098,thousand_km2
BA_Total,monthly,EEU,2022,0.0,0.585,11.589,2.304,0.226,5.497,12.01,15.961,12.794,1.062,0.195,0.092,thousand_km2
BA_Total,monthly,EEU,2023,0.691,2.226,8.209,5.209,0.464,1.078,8.914,9.845,4.478,2.283,0.318,0.0,thousand_km2
BA_Total,monthly,EEU,2024,0.0,0.737,,,,,,,,,,,thousand_km2
