variable,timescale,region,year,1,2,3,4,5,6,7,8,9,10,11,12,unit
BA_Forest,monthly,WSAF,2001,0.107,0.013,0.009,0.003,0.251,19.773,21.637,61.422,37.429,9.432,0.037,0.067,thousand_km2
BA_Forest,monthly,WSAF,2002,0.09,0.065,0.119,0.186,2.605,19.49,65.739,118.034,38.985,3.068,1.167,0.771,thousand_km2
BA_Forest,monthly,WSAF,2003,0.21,0.534,0.358,0.244,2.075,11.793,32.501,94.293,51.689,11.929,0.181,1.048,thousand_km2
BA_Forest,monthly,WSAF,2004,0.012,0.013,0.002,0.018,0.841,9.138,30.006,68.95,67.2,2.611,0.063,0.106,thousand_km2
BA_Forest,monthly,WSAF,2005,0.043,0.035,0.044,0.282,5.046,31.329,73.305,96.837,58.473,3.217,1.968,0.741,thousand_km2
BA_Forest,monthly,WSAF,2006,0.076,0.133,0.066,0.058,0.762,9.54,45.907,94.18,45.357,1.453,0.006,0.039,thousand_km2
BA_Forest,monthly,WSAF,2007,0.032,0.098,0.013,0.116,1.626,14.289,46.112,87.368,60.366,0.642,0.561,0.008,thousand_km2
BA_Forest,monthly,WSAF,2008,0.016,0.07,0.01,0.077,1.083,13.161,52.448,77.899,89.988,6.117,0.083,0.739,thousand_km2
BA_Forest,monthly,WSAF,2009,0.043,0.126,0.08,0.142,0.293,5.078,21.016,98.22,42.178,0.773,0.206,0.606,thousand_km2
BA_Forest,monthly,WSAF,2010,0.06,0.123,0.025,0.041,0.503,11.548,36.765,130.189,70.366,8.16,0.16,0.007,thousand_km2
BA_Forest,monthly,WSAF,2011,0.009,0.005,0.038,0.032,1.252,13.794,49.676,112.11,118.881,3.309,0.152,0.003,thousand_km2
BA_Forest,monthly,WSAF,2012,0.099,0.037,0.072,0.034,3.591,19.013,44.296,56.52,52.923,1.421,0.069,0.239,thousand_km2
BA_Forest,monthly,WSAF,2013,0.008,0.056,0.075,0.098,2.208,12.738,34.651,85.677,49.42,8.82,0.15,0.048,thousand_km2
BA_Forest,monthly,WSAF,2014,0.013,0.008,0.001,0.011,0.185,5.214,30.445,72.113,43.97,3.491,0.094,0.078,thousand_km2
BA_Forest,monthly,WSAF,2015,0.049,0.057,0.065,0.098,0.632,9.398,47.234,122.107,49.233,2.651,0.462,0.132,thousand_km2
BA_Forest,monthly,WSAF,2016,0.218,0.389,0.011,0.043,0.854,13.242,42.294,121.039,39.753,6.816,0.254,1.01,thousand_km2
BA_Forest,monthly,WSAF,2017,0.011,0.03,0.02,0.028,0.295,6.546,29.605,99.552,119.793,3.633,0.239,0.006,thousand_km2
BA_Forest,monthly,WSAF,2018,0.506,0.008,0.005,0.004,0.245,2.614,27.195,91.919,65.251,12.763,2.776,0.707,thousand_km2
BA_Forest,monthly,WSAF,2019,0.062,0.131,0.157,0.123,2.039,24.011,117.746,133.287,80.497,5.442,0.126,0.372,thousand_km2
BA_Forest,monthly,WSAF,2020,0.024,0.032,0.062,0.052,0.465,9.337,51.353,53.906,67.457,3.945,0.109,0.03,thousand_km2
BA_Forest,monthly,WSAF,2021,0.094,0.408,0.262,0.099,0.528,9.924,52.488,79.912,72.196,2.838,0.261,0.223,thousand_km2
BA_Forest,monthly,WSAF,2022,0.626,0.416,0.175,0.215,0.931,6.381,33.673,90.301,54.963,10.43,0.122,0.281,thousand_km2
BA_Forest,monthly,WSAF,2023,0.262,0.134,0.046,0.534,1.044,13.625,43.551,108.767,38.776,3.732,0.392,0.55,thousand_km2
BA_Forest,monthly,WSAF,2024,0.58,1.241,,,,,,,,,,,thousand_km2
