variable,timescale,region,year,1,2,3,4,5,6,7,8,9,10,11,12,unit
Cem_Forest,monthly,ENA,2002,0.108,0.075,0.164,0.188,0.229,0.044,0.118,0.039,0.011,0.006,0.04,0.024,thousand_tonnes_C
Cem_Forest,monthly,ENA,2003,0.218,0.199,0.128,0.179,0.063,0.241,0.025,0.002,0.005,0.05,0.089,0.041,thousand_tonnes_C
Cem_Forest,monthly,ENA,2004,0.109,0.201,0.838,0.189,0.097,0.038,0.031,0.002,0.004,0.126,0.012,0.073,thousand_tonnes_C
Cem_Forest,monthly,ENA,2005,0.176,0.283,0.273,0.13,0.148,0.446,0.261,0.201,0.05,0.012,0.176,0.018,thousand_tonnes_C
Cem_Forest,monthly,ENA,2006,0.176,0.349,0.627,0.144,0.197,0.079,0.059,0.036,0.732,0.067,0.148,0.028,thousand_tonnes_C
Cem_Forest,monthly,ENA,2007,0.077,0.508,0.352,0.696,2.979,0.472,0.024,0.087,0.01,0.019,0.1,0.061,thousand_tonnes_C
Cem_Forest,monthly,ENA,2008,0.098,0.398,0.515,0.184,0.262,0.277,0.025,0.008,0.003,0.036,0.329,0.04,thousand_tonnes_C
Cem_Forest,monthly,ENA,2009,0.189,0.512,0.392,0.247,0.029,0.126,0.061,0.016,0.006,0.041,0.117,0.013,thousand_tonnes_C
Cem_Forest,monthly,ENA,2010,0.114,0.275,0.34,0.183,1.388,1.333,0.037,0.002,0.005,0.133,0.083,0.083,thousand_tonnes_C
Cem_Forest,monthly,ENA,2011,0.077,0.345,0.604,0.213,0.505,0.88,0.119,0.105,0.033,0.011,0.286,0.021,thousand_tonnes_C
Cem_Forest,monthly,ENA,2012,0.168,0.184,0.239,0.302,0.897,0.276,0.072,0.005,0.008,0.054,0.054,0.017,thousand_tonnes_C
Cem_Forest,monthly,ENA,2013,0.378,0.242,0.831,0.151,0.161,0.025,0.001,0.0,0.003,0.05,0.1,0.055,thousand_tonnes_C
Cem_Forest,monthly,ENA,2014,0.153,0.178,0.459,0.186,0.081,0.041,0.005,0.013,0.007,0.022,0.087,0.046,thousand_tonnes_C
Cem_Forest,monthly,ENA,2015,0.142,0.343,0.213,0.073,0.189,0.019,0.033,0.007,0.018,0.252,0.057,0.065,thousand_tonnes_C
Cem_Forest,monthly,ENA,2016,0.015,0.355,0.396,0.319,0.05,0.04,0.015,0.031,0.005,0.122,0.328,0.038,thousand_tonnes_C
Cem_Forest,monthly,ENA,2017,0.171,0.387,0.532,1.431,0.522,0.059,0.03,0.013,0.011,0.043,0.113,0.055,thousand_tonnes_C
Cem_Forest,monthly,ENA,2018,0.111,0.457,0.649,0.484,0.049,0.11,1.149,0.006,0.005,0.007,0.023,0.013,thousand_tonnes_C
Cem_Forest,monthly,ENA,2019,0.096,0.18,0.601,0.159,0.199,0.071,0.007,0.002,0.008,0.014,0.122,0.04,thousand_tonnes_C
Cem_Forest,monthly,ENA,2020,0.152,0.273,0.623,0.065,0.088,0.498,0.02,0.003,0.001,0.052,0.062,0.027,thousand_tonnes_C
