variable,timescale,region,year,sum,unit
Cem_Total,seasonal_djf,NES,2002,0.0,thousand_tonnes_C
Cem_Total,seasonal_djf,NES,2003,1.712,thousand_tonnes_C
Cem_Total,seasonal_djf,NES,2004,2.481,thousand_tonnes_C
Cem_Total,seasonal_djf,NES,2005,3.852,thousand_tonnes_C
Cem_Total,seasonal_djf,NES,2006,1.276,thousand_tonnes_C
Cem_Total,seasonal_djf,NES,2007,1.741,thousand_tonnes_C
Cem_Total,seasonal_djf,NES,2008,1.171,thousand_tonnes_C
Cem_Total,seasonal_djf,NES,2009,1.439,thousand_tonnes_C
Cem_Total,seasonal_djf,NES,2010,3.45,thousand_tonnes_C
Cem_Total,seasonal_djf,NES,2011,0.661,thousand_tonnes_C
Cem_Total,seasonal_djf,NES,2012,2.347,thousand_tonnes_C
Cem_Total,seasonal_djf,NES,2013,1.563,thousand_tonnes_C
Cem_Total,seasonal_djf,NES,2014,1.029,thousand_tonnes_C
Cem_Total,seasonal_djf,NES,2015,1.609,thousand_tonnes_C
Cem_Total,seasonal_djf,NES,2016,19.245,thousand_tonnes_C
Cem_Total,seasonal_djf,NES,2017,0.852,thousand_tonnes_C
Cem_Total,seasonal_djf,NES,2018,4.246,thousand_tonnes_C
Cem_Total,seasonal_djf,NES,2019,0.977,thousand_tonnes_C
Cem_Total,seasonal_djf,NES,2020,1.455,thousand_tonnes_C
