variable,timescale,region,year,1,2,3,4,5,6,7,8,9,10,11,12,unit
Cem_Forest,monthly,MED,2002,0.017,0.031,0.019,0.003,0.0,0.016,0.086,0.081,0.027,0.013,0.003,0.0,thousand_tonnes_C
Cem_Forest,monthly,MED,2003,0.0,0.002,0.021,0.008,0.0,0.031,0.091,0.476,0.222,0.003,0.0,0.0,thousand_tonnes_C
Cem_Forest,monthly,MED,2004,0.002,0.011,0.033,0.013,0.001,0.025,0.049,0.054,0.041,0.055,0.001,0.001,thousand_tonnes_C
Cem_Forest,monthly,MED,2005,0.008,0.013,0.164,0.002,0.002,0.02,0.11,0.547,0.046,0.051,0.0,0.005,thousand_tonnes_C
Cem_Forest,monthly,MED,2006,0.0,0.012,0.043,0.001,0.022,0.004,0.054,0.87,0.038,0.055,0.012,0.002,thousand_tonnes_C
Cem_Forest,monthly,MED,2007,0.033,0.02,0.018,0.002,0.0,0.013,0.456,0.632,0.105,0.014,0.051,0.001,thousand_tonnes_C
Cem_Forest,monthly,MED,2008,0.003,0.078,0.009,0.004,0.0,0.0,0.007,0.078,0.091,0.004,0.006,0.001,thousand_tonnes_C
Cem_Forest,monthly,MED,2009,0.0,0.006,0.086,0.004,0.0,0.0,0.079,0.046,0.075,0.013,0.002,0.0,thousand_tonnes_C
Cem_Forest,monthly,MED,2010,0.0,0.0,0.028,0.003,0.001,0.0,0.04,0.223,0.026,0.019,0.26,0.0,thousand_tonnes_C
Cem_Forest,monthly,MED,2011,0.001,0.015,0.055,0.012,0.0,0.013,0.013,0.141,0.187,0.266,0.04,0.009,thousand_tonnes_C
Cem_Forest,monthly,MED,2012,0.001,0.118,0.177,0.012,0.0,0.008,0.135,0.655,0.316,0.006,0.001,0.0,thousand_tonnes_C
Cem_Forest,monthly,MED,2013,0.0,0.001,0.0,0.003,0.003,0.001,0.013,0.61,0.233,0.011,0.011,0.007,thousand_tonnes_C
Cem_Forest,monthly,MED,2014,0.0,0.009,0.068,0.001,0.003,0.012,0.017,0.022,0.013,0.012,0.008,0.001,thousand_tonnes_C
Cem_Forest,monthly,MED,2015,0.003,0.011,0.021,0.015,0.014,0.005,0.076,0.234,0.03,0.008,0.051,0.136,thousand_tonnes_C
Cem_Forest,monthly,MED,2016,0.001,0.004,0.002,0.001,0.0,0.002,0.05,0.89,0.173,0.036,0.03,0.008,thousand_tonnes_C
Cem_Forest,monthly,MED,2017,0.007,0.071,0.025,0.083,0.003,0.065,0.274,0.718,0.048,1.765,0.005,0.002,thousand_tonnes_C
Cem_Forest,monthly,MED,2018,0.0,0.0,0.0,0.007,0.0,0.0,0.002,0.047,0.042,0.035,0.011,0.001,thousand_tonnes_C
Cem_Forest,monthly,MED,2019,0.001,0.147,0.114,0.004,0.0,0.002,0.011,0.126,0.07,0.021,0.051,0.007,thousand_tonnes_C
Cem_Forest,monthly,MED,2020,0.004,0.049,0.037,0.069,0.0,0.005,0.148,0.268,0.583,0.029,0.002,0.0,thousand_tonnes_C
