variable,timescale,region,year,sum,unit
BA_Forest,seasonal_son,NWN,2001,0.854,thousand_km2
BA_Forest,seasonal_son,NWN,2002,0.757,thousand_km2
BA_Forest,seasonal_son,NWN,2003,1.744,thousand_km2
BA_Forest,seasonal_son,NWN,2004,2.312,thousand_km2
BA_Forest,seasonal_son,NWN,2005,1.008,thousand_km2
BA_Forest,seasonal_son,NWN,2006,0.314,thousand_km2
BA_Forest,seasonal_son,NWN,2007,0.734,thousand_km2
BA_Forest,seasonal_son,NWN,2008,0.934,thousand_km2
BA_Forest,seasonal_son,NWN,2009,0.549,thousand_km2
BA_Forest,seasonal_son,NWN,2010,0.535,thousand_km2
BA_Forest,seasonal_son,NWN,2011,0.74,thousand_km2
BA_Forest,seasonal_son,NWN,2012,4.343,thousand_km2
BA_Forest,seasonal_son,NWN,2013,1.445,thousand_km2
BA_Forest,seasonal_son,NWN,2014,1.421,thousand_km2
BA_Forest,seasonal_son,NWN,2015,0.153,thousand_km2
BA_Forest,seasonal_son,NWN,2016,0.147,thousand_km2
BA_Forest,seasonal_son,NWN,2017,4.029,thousand_km2
BA_Forest,seasonal_son,NWN,2018,1.89,thousand_km2
BA_Forest,seasonal_son,NWN,2019,1.623,thousand_km2
BA_Forest,seasonal_son,NWN,2020,2.245,thousand_km2
BA_Forest,seasonal_son,NWN,2021,0.509,thousand_km2
BA_Forest,seasonal_son,NWN,2022,7.278,thousand_km2
BA_Forest,seasonal_son,NWN,2023,64.232,thousand_km2
BA_Forest,seasonal_son,NWN,2024,0.0,thousand_km2
