variable,timescale,region,year,sum,unit
BA_Forest,seasonal_mam,TIB,2001,3.973,thousand_km2
BA_Forest,seasonal_mam,TIB,2002,1.467,thousand_km2
BA_Forest,seasonal_mam,TIB,2003,6.197,thousand_km2
BA_Forest,seasonal_mam,TIB,2004,8.64,thousand_km2
BA_Forest,seasonal_mam,TIB,2005,6.809,thousand_km2
BA_Forest,seasonal_mam,TIB,2006,4.971,thousand_km2
BA_Forest,seasonal_mam,TIB,2007,3.184,thousand_km2
BA_Forest,seasonal_mam,TIB,2008,7.441,thousand_km2
BA_Forest,seasonal_mam,TIB,2009,6.004,thousand_km2
BA_Forest,seasonal_mam,TIB,2010,6.538,thousand_km2
BA_Forest,seasonal_mam,TIB,2011,4.676,thousand_km2
BA_Forest,seasonal_mam,TIB,2012,7.739,thousand_km2
BA_Forest,seasonal_mam,TIB,2013,10.513,thousand_km2
BA_Forest,seasonal_mam,TIB,2014,10.704,thousand_km2
BA_Forest,seasonal_mam,TIB,2015,1.97,thousand_km2
BA_Forest,seasonal_mam,TIB,2016,17.333,thousand_km2
BA_Forest,seasonal_mam,TIB,2017,3.26,thousand_km2
BA_Forest,seasonal_mam,TIB,2018,3.816,thousand_km2
BA_Forest,seasonal_mam,TIB,2019,16.755,thousand_km2
BA_Forest,seasonal_mam,TIB,2020,2.178,thousand_km2
BA_Forest,seasonal_mam,TIB,2021,17.833,thousand_km2
BA_Forest,seasonal_mam,TIB,2022,7.876,thousand_km2
BA_Forest,seasonal_mam,TIB,2023,11.736,thousand_km2
BA_Forest,seasonal_mam,TIB,2024,0.0,thousand_km2
