variable,timescale,region,year,1,2,3,4,5,6,7,8,9,10,11,12,unit
Cem_Forest,monthly,ESAF,2002,0.002,0.008,0.046,0.186,1.167,2.475,16.99,32.409,38.819,18.732,1.676,0.066,thousand_tonnes_C
Cem_Forest,monthly,ESAF,2003,0.005,0.003,0.006,0.029,0.833,1.877,5.715,36.534,28.071,18.971,0.559,0.038,thousand_tonnes_C
Cem_Forest,monthly,ESAF,2004,0.008,0.013,0.0,0.003,0.1,0.988,5.175,22.535,35.499,10.623,0.27,0.003,thousand_tonnes_C
Cem_Forest,monthly,ESAF,2005,0.0,0.0,0.007,0.21,2.938,5.839,7.718,33.298,14.608,5.225,0.866,0.058,thousand_tonnes_C
Cem_Forest,monthly,ESAF,2006,0.002,0.001,0.0,0.002,0.184,1.35,6.092,21.12,30.969,13.313,1.319,0.008,thousand_tonnes_C
Cem_Forest,monthly,ESAF,2007,0.001,0.006,0.006,0.013,0.146,1.408,6.205,23.517,29.069,8.99,0.672,0.005,thousand_tonnes_C
Cem_Forest,monthly,ESAF,2008,0.001,0.007,0.007,0.015,0.159,1.065,4.568,18.203,33.989,5.335,0.444,0.052,thousand_tonnes_C
Cem_Forest,monthly,ESAF,2009,0.0,0.001,0.004,0.007,0.08,0.736,2.51,12.03,29.103,7.049,0.378,0.022,thousand_tonnes_C
Cem_Forest,monthly,ESAF,2010,0.082,0.026,0.001,0.011,0.131,0.94,3.33,17.631,42.82,17.835,1.311,0.026,thousand_tonnes_C
Cem_Forest,monthly,ESAF,2011,0.0,0.001,0.006,0.005,0.147,1.426,7.294,17.832,28.34,4.245,0.52,0.003,thousand_tonnes_C
Cem_Forest,monthly,ESAF,2012,0.03,0.006,0.001,0.008,0.213,1.234,3.927,20.633,23.174,8.57,0.207,0.003,thousand_tonnes_C
Cem_Forest,monthly,ESAF,2013,0.027,0.001,0.004,0.023,0.608,2.131,4.459,25.156,35.718,3.187,0.985,0.058,thousand_tonnes_C
Cem_Forest,monthly,ESAF,2014,0.0,0.002,0.001,0.01,0.073,0.711,3.892,16.309,25.538,10.813,0.646,0.052,thousand_tonnes_C
Cem_Forest,monthly,ESAF,2015,0.001,0.002,0.005,0.006,0.154,1.098,6.156,20.994,27.773,9.793,1.129,0.009,thousand_tonnes_C
Cem_Forest,monthly,ESAF,2016,0.007,0.004,0.0,0.01,0.206,1.249,6.206,22.471,43.788,12.301,0.779,0.012,thousand_tonnes_C
Cem_Forest,monthly,ESAF,2017,0.0,0.001,0.0,0.006,0.012,0.252,2.6,17.699,31.442,15.595,0.21,0.011,thousand_tonnes_C
Cem_Forest,monthly,ESAF,2018,0.009,0.003,0.0,0.004,0.04,0.43,2.815,27.201,43.598,5.147,1.033,0.01,thousand_tonnes_C
Cem_Forest,monthly,ESAF,2019,0.008,0.006,0.026,0.006,0.27,1.515,7.365,25.724,26.912,5.962,0.875,0.033,thousand_tonnes_C
Cem_Forest,monthly,ESAF,2020,0.007,0.004,0.001,0.009,0.21,1.388,6.056,11.769,26.046,3.89,1.526,0.013,thousand_tonnes_C
