variable,timescale,region,year,sum,unit
Cem_Total,seasonal_jja,SAH,2002,0.068,thousand_tonnes_C
Cem_Total,seasonal_jja,SAH,2003,0.007,thousand_tonnes_C
Cem_Total,seasonal_jja,SAH,2004,0.099,thousand_tonnes_C
Cem_Total,seasonal_jja,SAH,2005,0.037,thousand_tonnes_C
Cem_Total,seasonal_jja,SAH,2006,0.073,thousand_tonnes_C
Cem_Total,seasonal_jja,SAH,2007,0.269,thousand_tonnes_C
Cem_Total,seasonal_jja,SAH,2008,0.092,thousand_tonnes_C
Cem_Total,seasonal_jja,SAH,2009,0.186,thousand_tonnes_C
Cem_Total,seasonal_jja,SAH,2010,0.049,thousand_tonnes_C
Cem_Total,seasonal_jja,SAH,2011,0.117,thousand_tonnes_C
Cem_Total,seasonal_jja,SAH,2012,0.117,thousand_tonnes_C
Cem_Total,seasonal_jja,SAH,2013,0.092,thousand_tonnes_C
Cem_Total,seasonal_jja,SAH,2014,0.029,thousand_tonnes_C
Cem_Total,seasonal_jja,SAH,2015,0.02,thousand_tonnes_C
Cem_Total,seasonal_jja,SAH,2016,0.123,thousand_tonnes_C
Cem_Total,seasonal_jja,SAH,2017,0.05,thousand_tonnes_C
Cem_Total,seasonal_jja,SAH,2018,0.006,thousand_tonnes_C
Cem_Total,seasonal_jja,SAH,2019,0.204,thousand_tonnes_C
Cem_Total,seasonal_jja,SAH,2020,0.066,thousand_tonnes_C
