variable,timescale,region,year,1,2,3,4,5,6,7,8,9,10,11,12,unit
Cem_Forest,monthly,EAU,2002,2.471,0.009,0.0,0.0,0.002,0.021,0.095,0.14,0.379,3.271,1.859,1.45,thousand_tonnes_C
Cem_Forest,monthly,EAU,2003,0.782,0.038,0.0,0.0,0.001,0.001,0.072,0.068,0.926,0.187,0.58,0.059,thousand_tonnes_C
Cem_Forest,monthly,EAU,2004,0.022,0.006,0.008,0.002,0.006,0.029,0.007,0.123,0.102,0.475,0.174,0.037,thousand_tonnes_C
Cem_Forest,monthly,EAU,2005,0.071,0.01,0.006,0.001,0.005,0.003,0.006,0.088,0.163,0.425,0.108,0.275,thousand_tonnes_C
Cem_Forest,monthly,EAU,2006,0.063,0.008,0.007,0.003,0.004,0.012,0.004,0.058,0.041,0.099,2.126,0.694,thousand_tonnes_C
Cem_Forest,monthly,EAU,2007,0.138,0.022,0.005,0.0,0.0,0.0,0.019,0.097,0.12,0.267,0.04,0.003,thousand_tonnes_C
Cem_Forest,monthly,EAU,2008,0.0,0.001,0.001,0.003,0.0,0.0,0.003,0.016,0.048,0.142,0.167,0.079,thousand_tonnes_C
Cem_Forest,monthly,EAU,2009,0.02,0.016,0.002,0.0,0.002,0.001,0.042,0.203,0.896,0.679,0.922,0.646,thousand_tonnes_C
Cem_Forest,monthly,EAU,2010,0.047,0.002,0.003,0.0,0.016,0.002,0.002,0.025,0.026,0.005,0.001,0.0,thousand_tonnes_C
Cem_Forest,monthly,EAU,2011,0.0,0.0,0.0,0.001,0.0,0.009,0.012,0.041,0.421,0.452,0.535,0.054,thousand_tonnes_C
Cem_Forest,monthly,EAU,2012,0.393,0.002,0.0,0.0,0.003,0.001,0.001,0.143,0.567,1.444,0.716,1.15,thousand_tonnes_C
Cem_Forest,monthly,EAU,2013,0.908,0.034,0.004,0.025,0.005,0.001,0.022,0.663,0.633,4.191,1.593,1.278,thousand_tonnes_C
Cem_Forest,monthly,EAU,2014,0.558,0.008,0.001,0.0,0.004,0.002,0.052,0.043,0.037,0.36,0.468,0.04,thousand_tonnes_C
Cem_Forest,monthly,EAU,2015,0.0,0.0,0.052,0.002,0.033,0.002,0.068,0.268,0.231,0.256,0.171,0.253,thousand_tonnes_C
Cem_Forest,monthly,EAU,2016,0.04,0.025,0.012,0.01,0.034,0.075,0.088,0.017,0.102,0.526,0.857,0.727,thousand_tonnes_C
Cem_Forest,monthly,EAU,2017,0.065,0.151,0.002,0.002,0.003,0.003,0.031,0.94,0.906,0.09,0.092,0.186,thousand_tonnes_C
Cem_Forest,monthly,EAU,2018,0.268,0.308,0.007,0.021,0.026,0.005,0.113,0.543,0.184,0.32,2.356,0.814,thousand_tonnes_C
Cem_Forest,monthly,EAU,2019,0.192,0.538,0.027,0.001,0.002,0.002,0.034,0.404,3.343,3.071,24.221,34.982,thousand_tonnes_C
Cem_Forest,monthly,EAU,2020,5.199,0.139,0.0,0.013,0.002,0.001,0.001,0.034,0.079,0.354,1.758,0.278,thousand_tonnes_C
