variable,timescale,region,year,sum,unit
BA_Total,seasonal_djf,SEAF,2001,0.0,thousand_km2
BA_Total,seasonal_djf,SEAF,2002,57.713,thousand_km2
BA_Total,seasonal_djf,SEAF,2003,79.447,thousand_km2
BA_Total,seasonal_djf,SEAF,2004,49.689,thousand_km2
BA_Total,seasonal_djf,SEAF,2005,61.132,thousand_km2
BA_Total,seasonal_djf,SEAF,2006,56.868,thousand_km2
BA_Total,seasonal_djf,SEAF,2007,37.212,thousand_km2
BA_Total,seasonal_djf,SEAF,2008,47.773,thousand_km2
BA_Total,seasonal_djf,SEAF,2009,44.08,thousand_km2
BA_Total,seasonal_djf,SEAF,2010,18.824,thousand_km2
BA_Total,seasonal_djf,SEAF,2011,41.146,thousand_km2
BA_Total,seasonal_djf,SEAF,2012,94.259,thousand_km2
BA_Total,seasonal_djf,SEAF,2013,33.277,thousand_km2
BA_Total,seasonal_djf,SEAF,2014,40.301,thousand_km2
BA_Total,seasonal_djf,SEAF,2015,47.586,thousand_km2
BA_Total,seasonal_djf,SEAF,2016,34.477,thousand_km2
BA_Total,seasonal_djf,SEAF,2017,35.891,thousand_km2
BA_Total,seasonal_djf,SEAF,2018,43.14,thousand_km2
BA_Total,seasonal_djf,SEAF,2019,32.528,thousand_km2
BA_Total,seasonal_djf,SEAF,2020,16.695,thousand_km2
BA_Total,seasonal_djf,SEAF,2021,27.49,thousand_km2
BA_Total,seasonal_djf,SEAF,2022,28.129,thousand_km2
BA_Total,seasonal_djf,SEAF,2023,22.166,thousand_km2
BA_Total,seasonal_djf,SEAF,2024,16.18,thousand_km2
