variable,timescale,region,year,1,2,3,4,5,6,7,8,9,10,11,12,unit
Cem_Total,monthly,EAU,2002,2.886,0.133,0.059,0.039,0.04,0.107,0.179,0.312,0.55,4.021,2.268,1.944,thousand_tonnes_C
Cem_Total,monthly,EAU,2003,1.171,0.052,0.02,0.022,0.024,0.007,0.127,0.107,1.146,0.484,0.881,0.21,thousand_tonnes_C
Cem_Total,monthly,EAU,2004,0.073,0.031,0.127,0.083,0.124,0.089,0.049,0.348,0.651,3.421,1.28,0.235,thousand_tonnes_C
Cem_Total,monthly,EAU,2005,0.232,0.154,0.182,0.105,0.223,0.007,0.088,0.187,0.486,0.834,0.517,1.349,thousand_tonnes_C
Cem_Total,monthly,EAU,2006,0.326,0.11,0.165,0.331,0.334,0.112,0.052,0.161,0.263,0.286,3.494,0.869,thousand_tonnes_C
Cem_Total,monthly,EAU,2007,0.557,0.107,0.043,0.02,0.014,0.008,0.071,0.143,0.235,0.418,0.111,0.071,thousand_tonnes_C
Cem_Total,monthly,EAU,2008,0.011,0.019,0.044,0.026,0.035,0.045,0.025,0.103,0.24,1.119,1.1,0.593,thousand_tonnes_C
Cem_Total,monthly,EAU,2009,0.113,0.078,0.077,0.064,0.074,0.025,0.131,0.513,2.5,2.086,4.298,2.195,thousand_tonnes_C
Cem_Total,monthly,EAU,2010,0.487,0.005,0.052,0.04,0.053,0.031,0.019,0.139,0.168,0.105,0.027,0.05,thousand_tonnes_C
Cem_Total,monthly,EAU,2011,0.116,0.274,0.387,0.351,0.229,0.08,0.127,0.792,3.658,4.064,2.824,1.644,thousand_tonnes_C
Cem_Total,monthly,EAU,2012,1.295,0.104,0.118,0.205,0.114,0.03,0.072,0.353,1.317,3.121,3.415,3.568,thousand_tonnes_C
Cem_Total,monthly,EAU,2013,2.065,0.184,0.082,0.22,0.036,0.011,0.042,0.801,1.151,4.682,2.168,2.235,thousand_tonnes_C
Cem_Total,monthly,EAU,2014,2.524,0.114,0.086,0.09,0.067,0.024,0.163,0.163,0.194,0.901,1.206,0.186,thousand_tonnes_C
Cem_Total,monthly,EAU,2015,0.032,0.05,0.456,0.123,0.085,0.076,0.127,0.434,0.647,0.646,0.574,0.581,thousand_tonnes_C
Cem_Total,monthly,EAU,2016,0.227,0.151,0.257,0.284,0.181,0.133,0.198,0.069,0.337,0.857,1.38,1.052,thousand_tonnes_C
Cem_Total,monthly,EAU,2017,0.19,1.055,0.558,0.398,0.245,0.099,0.086,1.431,1.792,0.369,0.279,0.541,thousand_tonnes_C
Cem_Total,monthly,EAU,2018,0.926,0.642,0.095,0.21,0.085,0.019,0.225,0.705,0.33,0.535,3.405,1.006,thousand_tonnes_C
Cem_Total,monthly,EAU,2019,0.61,1.882,0.326,0.015,0.022,0.018,0.068,0.694,5.671,4.877,39.694,43.542,thousand_tonnes_C
Cem_Total,monthly,EAU,2020,5.892,0.174,0.014,0.091,0.024,0.023,0.012,0.102,0.328,0.772,3.017,0.507,thousand_tonnes_C
