variable,timescale,region,year,sum,unit
Cem_Total,seasonal_mam,WCE,2002,4.23,thousand_tonnes_C
Cem_Total,seasonal_mam,WCE,2003,2.949,thousand_tonnes_C
Cem_Total,seasonal_mam,WCE,2004,1.344,thousand_tonnes_C
Cem_Total,seasonal_mam,WCE,2005,6.437,thousand_tonnes_C
Cem_Total,seasonal_mam,WCE,2006,5.013,thousand_tonnes_C
Cem_Total,seasonal_mam,WCE,2007,6.033,thousand_tonnes_C
Cem_Total,seasonal_mam,WCE,2008,2.748,thousand_tonnes_C
Cem_Total,seasonal_mam,WCE,2009,10.505,thousand_tonnes_C
Cem_Total,seasonal_mam,WCE,2010,2.564,thousand_tonnes_C
Cem_Total,seasonal_mam,WCE,2011,1.972,thousand_tonnes_C
Cem_Total,seasonal_mam,WCE,2012,1.899,thousand_tonnes_C
Cem_Total,seasonal_mam,WCE,2013,1.187,thousand_tonnes_C
Cem_Total,seasonal_mam,WCE,2014,2.223,thousand_tonnes_C
Cem_Total,seasonal_mam,WCE,2015,1.853,thousand_tonnes_C
Cem_Total,seasonal_mam,WCE,2016,0.961,thousand_tonnes_C
Cem_Total,seasonal_mam,WCE,2017,2.762,thousand_tonnes_C
Cem_Total,seasonal_mam,WCE,2018,6.326,thousand_tonnes_C
Cem_Total,seasonal_mam,WCE,2019,4.137,thousand_tonnes_C
Cem_Total,seasonal_mam,WCE,2020,3.664,thousand_tonnes_C
