variable,timescale,region,year,1,2,3,4,5,6,7,8,9,10,11,12,unit
BA_Total,monthly,RAR,2001,0.0,0.0,0.0,0.0,0.0,1.506,42.52,26.076,0.14,0.0,0.0,0.0,thousand_km2
BA_Total,monthly,RAR,2002,0.0,0.0,0.0,0.0,0.044,1.522,2.521,3.284,2.098,0.0,0.0,0.0,thousand_km2
BA_Total,monthly,RAR,2003,0.0,0.0,0.0,0.0,0.104,0.168,21.583,21.519,23.613,0.145,0.0,0.0,thousand_km2
BA_Total,monthly,RAR,2004,0.0,0.0,0.0,0.0,0.007,0.185,1.212,0.885,0.0,0.0,0.0,0.0,thousand_km2
BA_Total,monthly,RAR,2005,0.0,0.0,0.0,0.053,0.4,0.456,18.406,2.915,0.079,0.0,0.0,0.0,thousand_km2
BA_Total,monthly,RAR,2006,0.0,0.0,0.0,0.0,0.07,0.209,2.562,3.149,0.195,0.0,0.0,0.0,thousand_km2
BA_Total,monthly,RAR,2007,0.0,0.0,0.0,0.005,0.766,0.431,1.296,1.482,0.222,0.0,0.0,0.0,thousand_km2
BA_Total,monthly,RAR,2008,0.0,0.0,0.0,0.007,0.098,0.083,0.59,3.105,1.703,0.0,0.0,0.0,thousand_km2
BA_Total,monthly,RAR,2009,0.0,0.0,0.0,0.0,0.095,0.683,2.305,2.582,1.328,0.0,0.0,0.0,thousand_km2
BA_Total,monthly,RAR,2010,0.0,0.0,0.0,0.003,0.444,0.429,9.548,8.928,0.151,0.0,0.0,0.0,thousand_km2
BA_Total,monthly,RAR,2011,0.0,0.0,0.0,5.274,0.057,0.096,1.161,1.491,0.046,0.0,0.0,0.0,thousand_km2
BA_Total,monthly,RAR,2012,0.0,0.0,0.0,0.0,0.453,1.133,3.082,9.747,0.587,0.0,0.0,0.0,thousand_km2
BA_Total,monthly,RAR,2013,0.0,0.0,0.0,0.149,0.118,0.465,24.936,42.737,0.375,0.0,0.0,0.0,thousand_km2
BA_Total,monthly,RAR,2014,0.0,0.0,0.0,0.0,0.058,0.387,9.783,3.707,0.025,0.0,0.0,0.0,thousand_km2
BA_Total,monthly,RAR,2015,0.0,0.0,0.0,0.0,0.188,0.111,0.527,2.216,0.024,0.0,0.0,0.0,thousand_km2
BA_Total,monthly,RAR,2016,0.0,0.0,0.0,0.0,0.474,0.648,19.74,10.823,0.181,0.0,0.0,0.0,thousand_km2
BA_Total,monthly,RAR,2017,0.0,0.0,0.0,0.0,0.0,0.238,4.222,4.873,0.685,0.0,0.0,0.0,thousand_km2
BA_Total,monthly,RAR,2018,0.0,0.0,0.0,0.0,0.284,1.911,14.687,26.508,0.563,0.0,0.0,0.0,thousand_km2
BA_Total,monthly,RAR,2019,0.0,0.0,0.0,0.67,2.01,18.075,19.433,33.551,2.159,0.0,0.0,0.0,thousand_km2
BA_Total,monthly,RAR,2020,0.0,0.0,0.0,0.133,1.737,26.903,69.263,17.917,4.148,0.0,0.0,0.0,thousand_km2
BA_Total,monthly,RAR,2021,0.0,0.0,0.0,0.005,0.021,2.356,27.706,39.649,9.806,0.0,0.0,0.0,thousand_km2
BA_Total,monthly,RAR,2022,0.0,0.0,0.0,0.0,0.569,1.792,1.347,5.282,0.059,0.0,0.0,0.0,thousand_km2
BA_Total,monthly,RAR,2023,0.0,0.0,0.0,0.0,0.038,1.002,9.912,13.079,2.283,0.0,0.0,0.0,thousand_km2
BA_Total,monthly,RAR,2024,0.0,0.0,,,,,,,,,,,thousand_km2
