variable,timescale,region,tstart,tend,statistic,value,unit
BA_Forest,yearly,RFE,2001,2024,mann_kendall_slope,0.67675,thousand_km2/year
BA_Forest,yearly,RFE,2001,2024,theil_sen_slope,0.651928,thousand_km2/year
BA_Forest,yearly,RFE,2001,2024,theil_sen_slope_lower,-0.41338,thousand_km2/year
BA_Forest,yearly,RFE,2001,2024,theil_sen_slope_upper,1.717235,thousand_km2/year
BA_Forest,yearly,RFE,2001,2024,theil_sen_pvalue_slope,0.230364,1
BA_Forest,yearly,RFE,2001,2024,theil_sen_intercept,26.755571,thousand_km2
BA_Forest,yearly,RFE,2001,2024,theil_sen_intercept_lower,12.45635,thousand_km2
BA_Forest,yearly,RFE,2001,2024,theil_sen_intercept_upper,41.054791,thousand_km2
BA_Forest,yearly,RFE,2001,2024,residual_standard_deviation,23.509117,thousand_km2
