variable,timescale,region,year,1,2,3,4,5,6,7,8,9,10,11,12,unit
BA_Forest,monthly,NSA,2001,1.601,5.14,15.545,5.847,0.106,0.005,0.12,4.987,0.79,1.179,1.786,1.604,thousand_km2
BA_Forest,monthly,NSA,2002,2.203,5.14,2.765,0.399,0.04,0.013,0.318,6.783,4.032,1.751,2.012,1.733,thousand_km2
BA_Forest,monthly,NSA,2003,7.167,16.048,38.358,10.18,0.781,0.007,1.391,2.083,1.839,0.462,1.384,2.505,thousand_km2
BA_Forest,monthly,NSA,2004,2.929,8.427,6.017,1.353,0.004,0.01,0.893,5.751,1.264,0.982,2.609,5.073,thousand_km2
BA_Forest,monthly,NSA,2005,2.789,4.105,20.223,2.684,0.14,0.041,2.144,13.894,2.761,1.233,1.751,1.203,thousand_km2
BA_Forest,monthly,NSA,2006,2.859,5.43,7.053,6.161,0.638,0.025,0.257,3.219,2.932,1.003,0.672,0.743,thousand_km2
BA_Forest,monthly,NSA,2007,4.287,19.504,12.18,3.209,1.218,0.085,0.214,7.848,5.154,0.546,1.067,0.444,thousand_km2
BA_Forest,monthly,NSA,2008,2.553,5.124,10.284,5.519,0.347,0.064,0.501,7.842,2.397,0.532,1.709,1.129,thousand_km2
BA_Forest,monthly,NSA,2009,0.898,2.239,4.027,3.044,0.659,0.101,0.093,1.661,1.428,1.417,2.686,1.917,thousand_km2
BA_Forest,monthly,NSA,2010,8.849,14.04,11.91,3.148,0.32,0.012,0.306,9.292,5.568,1.303,0.434,0.265,thousand_km2
BA_Forest,monthly,NSA,2011,1.831,3.17,2.495,0.557,0.03,0.008,0.122,0.967,1.182,0.297,0.271,1.249,thousand_km2
BA_Forest,monthly,NSA,2012,2.734,5.802,4.33,0.135,0.007,0.009,0.256,5.183,3.317,0.713,2.381,1.797,thousand_km2
BA_Forest,monthly,NSA,2013,3.49,6.268,9.868,4.6,0.067,0.019,0.067,0.355,0.355,0.433,0.3,1.13,thousand_km2
BA_Forest,monthly,NSA,2014,2.31,3.842,8.661,3.719,0.653,0.059,0.216,4.189,1.175,0.388,0.573,1.36,thousand_km2
BA_Forest,monthly,NSA,2015,1.385,2.123,5.446,5.187,2.273,0.022,0.116,3.051,4.264,3.887,2.531,6.901,thousand_km2
BA_Forest,monthly,NSA,2016,8.194,10.188,11.713,3.028,0.03,0.036,0.206,2.804,1.149,0.614,1.053,1.289,thousand_km2
BA_Forest,monthly,NSA,2017,0.468,1.109,1.444,2.086,0.03,0.032,1.018,5.639,13.964,1.71,2.648,2.755,thousand_km2
BA_Forest,monthly,NSA,2018,0.743,6.89,8.548,2.529,0.158,0.078,0.284,0.569,2.406,1.358,0.905,0.297,thousand_km2
BA_Forest,monthly,NSA,2019,2.864,12.153,23.615,13.049,0.662,0.033,0.626,6.804,2.035,0.522,0.864,0.452,thousand_km2
BA_Forest,monthly,NSA,2020,2.846,8.109,26.501,13.484,3.393,0.166,0.628,6.97,12.608,1.546,0.254,0.268,thousand_km2
BA_Forest,monthly,NSA,2021,1.012,3.16,4.911,0.837,0.033,0.022,0.531,11.405,1.534,0.765,0.503,0.736,thousand_km2
BA_Forest,monthly,NSA,2022,3.83,7.426,12.931,3.33,0.082,0.03,1.131,11.997,12.565,2.527,0.306,0.866,thousand_km2
BA_Forest,monthly,NSA,2023,1.32,5.613,10.025,3.962,0.459,0.027,1.077,6.961,9.052,7.392,13.42,1.211,thousand_km2
BA_Forest,monthly,NSA,2024,6.7,15.469,,,,,,,,,,,thousand_km2
