variable,timescale,region,year,sum,unit
Cem_Total,seasonal_djf,SAM,2002,0.0,thousand_tonnes_C
Cem_Total,seasonal_djf,SAM,2003,2.35,thousand_tonnes_C
Cem_Total,seasonal_djf,SAM,2004,1.375,thousand_tonnes_C
Cem_Total,seasonal_djf,SAM,2005,0.804,thousand_tonnes_C
Cem_Total,seasonal_djf,SAM,2006,0.572,thousand_tonnes_C
Cem_Total,seasonal_djf,SAM,2007,0.742,thousand_tonnes_C
Cem_Total,seasonal_djf,SAM,2008,0.617,thousand_tonnes_C
Cem_Total,seasonal_djf,SAM,2009,3.229,thousand_tonnes_C
Cem_Total,seasonal_djf,SAM,2010,1.256,thousand_tonnes_C
Cem_Total,seasonal_djf,SAM,2011,3.724,thousand_tonnes_C
Cem_Total,seasonal_djf,SAM,2012,3.449,thousand_tonnes_C
Cem_Total,seasonal_djf,SAM,2013,1.062,thousand_tonnes_C
Cem_Total,seasonal_djf,SAM,2014,1.173,thousand_tonnes_C
Cem_Total,seasonal_djf,SAM,2015,1.082,thousand_tonnes_C
Cem_Total,seasonal_djf,SAM,2016,2.83,thousand_tonnes_C
Cem_Total,seasonal_djf,SAM,2017,2.326,thousand_tonnes_C
Cem_Total,seasonal_djf,SAM,2018,1.087,thousand_tonnes_C
Cem_Total,seasonal_djf,SAM,2019,3.902,thousand_tonnes_C
Cem_Total,seasonal_djf,SAM,2020,4.131,thousand_tonnes_C
