variable,timescale,region,year,1,2,3,4,5,6,7,8,9,10,11,12,unit
Cem_Total,monthly,NAU,2002,1.392,0.462,1.055,4.683,9.027,5.654,6.101,9.743,9.799,24.232,10.715,8.586,thousand_tonnes_C
Cem_Total,monthly,NAU,2003,0.994,0.062,0.21,1.667,8.046,5.481,3.967,3.358,7.516,16.992,14.626,1.624,thousand_tonnes_C
Cem_Total,monthly,NAU,2004,0.181,0.013,0.115,1.858,2.006,5.626,7.625,9.394,23.227,48.754,31.455,6.757,thousand_tonnes_C
Cem_Total,monthly,NAU,2005,0.325,0.325,0.294,4.04,10.091,4.546,5.196,5.716,8.114,12.84,8.851,3.462,thousand_tonnes_C
Cem_Total,monthly,NAU,2006,0.116,0.064,0.04,0.475,3.313,3.832,4.252,13.404,19.331,15.09,31.673,9.787,thousand_tonnes_C
Cem_Total,monthly,NAU,2007,0.244,0.438,0.335,1.652,4.773,5.291,5.811,11.513,28.11,24.573,17.851,3.815,thousand_tonnes_C
Cem_Total,monthly,NAU,2008,0.867,0.076,0.2,4.2,9.389,3.617,4.631,7.871,6.559,18.212,11.648,0.858,thousand_tonnes_C
Cem_Total,monthly,NAU,2009,0.034,0.034,0.383,5.229,7.743,4.118,4.394,5.517,7.956,23.665,22.389,9.249,thousand_tonnes_C
Cem_Total,monthly,NAU,2010,0.321,0.163,0.242,1.691,3.634,4.571,5.469,6.37,3.604,5.478,6.829,0.937,thousand_tonnes_C
Cem_Total,monthly,NAU,2011,0.136,0.022,0.058,2.716,9.776,7.2,6.807,15.387,29.873,26.631,11.918,5.614,thousand_tonnes_C
Cem_Total,monthly,NAU,2012,3.137,1.653,0.304,6.821,12.151,9.951,8.713,12.899,20.813,24.674,25.564,10.656,thousand_tonnes_C
Cem_Total,monthly,NAU,2013,2.347,0.651,0.564,4.558,3.149,4.357,5.049,6.257,7.524,14.068,5.407,1.204,thousand_tonnes_C
Cem_Total,monthly,NAU,2014,0.58,0.023,0.48,1.876,5.382,9.071,6.051,12.259,17.012,22.319,15.552,2.687,thousand_tonnes_C
Cem_Total,monthly,NAU,2015,0.272,0.274,2.167,9.301,13.14,5.117,5.616,6.355,9.152,14.938,16.331,1.256,thousand_tonnes_C
Cem_Total,monthly,NAU,2016,0.569,0.252,0.506,5.164,2.9,3.927,6.786,4.969,1.437,9.075,15.71,2.529,thousand_tonnes_C
Cem_Total,monthly,NAU,2017,0.008,0.071,0.254,1.8,8.349,7.974,4.193,5.163,16.739,11.099,14.2,11.459,thousand_tonnes_C
Cem_Total,monthly,NAU,2018,0.799,0.107,1.703,11.803,16.523,7.334,5.732,5.562,9.399,14.701,16.37,9.441,thousand_tonnes_C
Cem_Total,monthly,NAU,2019,0.909,0.378,1.855,2.526,5.274,6.217,7.198,5.081,5.23,8.364,7.734,10.842,thousand_tonnes_C
Cem_Total,monthly,NAU,2020,0.82,0.058,0.424,1.463,4.938,3.948,6.515,2.54,2.382,3.598,5.871,1.096,thousand_tonnes_C
