variable,timescale,region,year,sum,unit
Cem_Total,yearly_jj,WSB,2002,2.51,thousand_tonnes_C
Cem_Total,yearly_jj,WSB,2003,24.238,thousand_tonnes_C
Cem_Total,yearly_jj,WSB,2004,36.828,thousand_tonnes_C
Cem_Total,yearly_jj,WSB,2005,13.29,thousand_tonnes_C
Cem_Total,yearly_jj,WSB,2006,33.903,thousand_tonnes_C
Cem_Total,yearly_jj,WSB,2007,12.693,thousand_tonnes_C
Cem_Total,yearly_jj,WSB,2008,26.251,thousand_tonnes_C
Cem_Total,yearly_jj,WSB,2009,12.437,thousand_tonnes_C
Cem_Total,yearly_jj,WSB,2010,12.21,thousand_tonnes_C
Cem_Total,yearly_jj,WSB,2011,25.308,thousand_tonnes_C
Cem_Total,yearly_jj,WSB,2012,32.226,thousand_tonnes_C
Cem_Total,yearly_jj,WSB,2013,39.786,thousand_tonnes_C
Cem_Total,yearly_jj,WSB,2014,24.516,thousand_tonnes_C
Cem_Total,yearly_jj,WSB,2015,5.53,thousand_tonnes_C
Cem_Total,yearly_jj,WSB,2016,9.031,thousand_tonnes_C
Cem_Total,yearly_jj,WSB,2017,15.638,thousand_tonnes_C
Cem_Total,yearly_jj,WSB,2018,12.805,thousand_tonnes_C
Cem_Total,yearly_jj,WSB,2019,6.585,thousand_tonnes_C
Cem_Total,yearly_jj,WSB,2020,12.864,thousand_tonnes_C
