variable,timescale,region,year,1,2,3,4,5,6,7,8,9,10,11,12,unit
BA_Total,monthly,NEAF,2001,410.788,175.53,116.36,42.313,8.432,0.569,0.1,0.23,2.375,59.548,150.993,494.682,thousand_km2
BA_Total,monthly,NEAF,2002,532.487,324.438,134.258,68.288,22.032,5.838,2.782,3.955,27.005,101.848,283.815,650.897,thousand_km2
BA_Total,monthly,NEAF,2003,433.401,228.266,91.694,50.101,15.301,0.729,1.595,0.967,10.105,121.028,253.748,693.104,thousand_km2
BA_Total,monthly,NEAF,2004,358.782,275.511,131.239,55.762,19.873,3.891,3.52,0.679,8.263,106.543,291.715,616.397,thousand_km2
BA_Total,monthly,NEAF,2005,451.362,196.657,120.533,50.895,21.623,0.631,0.577,0.854,5.425,85.336,528.877,749.793,thousand_km2
BA_Total,monthly,NEAF,2006,340.481,178.83,108.6,58.487,5.832,0.973,0.329,0.316,8.289,63.221,222.202,508.109,thousand_km2
BA_Total,monthly,NEAF,2007,523.213,301.729,172.041,55.42,13.851,1.936,1.092,0.899,4.582,89.606,262.108,691.455,thousand_km2
BA_Total,monthly,NEAF,2008,446.698,265.389,133.731,28.435,10.232,2.78,0.864,0.053,4.266,74.413,202.994,654.541,thousand_km2
BA_Total,monthly,NEAF,2009,413.31,203.628,130.468,28.174,27.786,13.825,4.072,2.758,6.736,87.218,524.893,474.388,thousand_km2
BA_Total,monthly,NEAF,2010,382.545,145.974,87.219,34.588,8.465,1.036,1.041,1.87,6.59,27.617,202.004,557.099,thousand_km2
BA_Total,monthly,NEAF,2011,441.88,281.545,121.066,46.005,13.73,3.635,1.166,0.137,0.397,27.271,213.962,589.454,thousand_km2
BA_Total,monthly,NEAF,2012,505.396,307.896,116.534,44.778,6.143,0.922,0.119,1.427,4.432,88.38,257.17,539.795,thousand_km2
BA_Total,monthly,NEAF,2013,505.564,220.592,103.083,63.011,14.197,4.41,2.22,2.963,3.122,64.723,155.912,516.17,thousand_km2
BA_Total,monthly,NEAF,2014,528.289,210.469,102.168,18.315,4.767,2.263,0.451,0.424,2.319,37.207,190.369,560.683,thousand_km2
BA_Total,monthly,NEAF,2015,463.872,255.726,112.014,46.25,5.61,3.279,3.397,8.374,29.851,84.671,228.097,612.592,thousand_km2
BA_Total,monthly,NEAF,2016,463.201,217.649,53.675,29.363,4.88,1.752,0.706,3.153,10.22,76.471,378.196,664.301,thousand_km2
BA_Total,monthly,NEAF,2017,375.981,125.415,74.461,27.588,6.235,3.073,1.028,0.005,1.219,77.859,210.28,663.271,thousand_km2
BA_Total,monthly,NEAF,2018,357.659,214.777,98.83,34.837,9.452,2.44,2.076,3.872,31.098,96.608,494.871,552.252,thousand_km2
BA_Total,monthly,NEAF,2019,348.549,129.264,92.246,33.039,9.583,0.702,0.508,0.055,1.372,13.955,145.323,273.057,thousand_km2
BA_Total,monthly,NEAF,2020,474.155,297.231,149.918,80.957,15.152,3.844,3.027,4.349,10.085,54.453,217.403,438.997,thousand_km2
BA_Total,monthly,NEAF,2021,365.717,286.615,121.66,37.384,8.953,6.272,0.482,1.429,5.707,52.631,217.53,509.662,thousand_km2
BA_Total,monthly,NEAF,2022,394.092,168.741,112.811,13.203,9.049,3.551,0.712,0.19,1.254,48.196,91.386,331.965,thousand_km2
BA_Total,monthly,NEAF,2023,524.025,281.487,105.835,34.366,31.977,2.855,1.323,21.458,6.744,61.496,84.379,378.831,thousand_km2
BA_Total,monthly,NEAF,2024,513.238,276.071,,,,,,,,,,,thousand_km2
