fittype,tstart,tend,slope,slope_lower,slope_upper,slope_mann_kendall,pvalue_slope,intercept,intercept_lower,intercept_upper,pvalue_intercept,SE,corrcoef,R2adj,variable,timescale,region
theil-sen,2001-02-01,2024-02-01,0.000204,-0.00091,0.001318,0.0,0.719405,0.008617,-0.006331,0.023565,0.258553,1.822451,0.66992,0.881974,BA_Forest_NonForest,seasonal_djf,RFE
