variable,timescale,region,year,sum,unit
BA_Forest,seasonal_son,CAF,2001,18.549,thousand_km2
BA_Forest,seasonal_son,CAF,2002,19.741,thousand_km2
BA_Forest,seasonal_son,CAF,2003,21.355,thousand_km2
BA_Forest,seasonal_son,CAF,2004,13.615,thousand_km2
BA_Forest,seasonal_son,CAF,2005,49.298,thousand_km2
BA_Forest,seasonal_son,CAF,2006,22.093,thousand_km2
BA_Forest,seasonal_son,CAF,2007,19.395,thousand_km2
BA_Forest,seasonal_son,CAF,2008,20.509,thousand_km2
BA_Forest,seasonal_son,CAF,2009,25.073,thousand_km2
BA_Forest,seasonal_son,CAF,2010,15.986,thousand_km2
BA_Forest,seasonal_son,CAF,2011,28.759,thousand_km2
BA_Forest,seasonal_son,CAF,2012,18.565,thousand_km2
BA_Forest,seasonal_son,CAF,2013,23.563,thousand_km2
BA_Forest,seasonal_son,CAF,2014,18.499,thousand_km2
BA_Forest,seasonal_son,CAF,2015,17.851,thousand_km2
BA_Forest,seasonal_son,CAF,2016,13.583,thousand_km2
BA_Forest,seasonal_son,CAF,2017,18.525,thousand_km2
BA_Forest,seasonal_son,CAF,2018,22.28,thousand_km2
BA_Forest,seasonal_son,CAF,2019,17.265,thousand_km2
BA_Forest,seasonal_son,CAF,2020,41.645,thousand_km2
BA_Forest,seasonal_son,CAF,2021,19.854,thousand_km2
BA_Forest,seasonal_son,CAF,2022,23.12,thousand_km2
BA_Forest,seasonal_son,CAF,2023,19.106,thousand_km2
BA_Forest,seasonal_son,CAF,2024,0.0,thousand_km2
