variable,timescale,region,year,sum,unit
BA_Total,yearly_jj,WNA,2001,2.342,thousand_km2
BA_Total,yearly_jj,WNA,2002,50.663,thousand_km2
BA_Total,yearly_jj,WNA,2003,37.527,thousand_km2
BA_Total,yearly_jj,WNA,2004,51.099,thousand_km2
BA_Total,yearly_jj,WNA,2005,39.139,thousand_km2
BA_Total,yearly_jj,WNA,2006,47.148,thousand_km2
BA_Total,yearly_jj,WNA,2007,82.295,thousand_km2
BA_Total,yearly_jj,WNA,2008,100.829,thousand_km2
BA_Total,yearly_jj,WNA,2009,33.881,thousand_km2
BA_Total,yearly_jj,WNA,2010,21.908,thousand_km2
BA_Total,yearly_jj,WNA,2011,31.325,thousand_km2
BA_Total,yearly_jj,WNA,2012,45.32,thousand_km2
BA_Total,yearly_jj,WNA,2013,100.04,thousand_km2
BA_Total,yearly_jj,WNA,2014,35.432,thousand_km2
BA_Total,yearly_jj,WNA,2015,38.245,thousand_km2
BA_Total,yearly_jj,WNA,2016,64.754,thousand_km2
BA_Total,yearly_jj,WNA,2017,41.715,thousand_km2
BA_Total,yearly_jj,WNA,2018,101.464,thousand_km2
BA_Total,yearly_jj,WNA,2019,90.431,thousand_km2
BA_Total,yearly_jj,WNA,2020,29.115,thousand_km2
BA_Total,yearly_jj,WNA,2021,147.938,thousand_km2
BA_Total,yearly_jj,WNA,2022,103.735,thousand_km2
BA_Total,yearly_jj,WNA,2023,30.872,thousand_km2
BA_Total,yearly_jj,WNA,2024,23.225,thousand_km2
