variable,timescale,region,year,sum,unit
Cem_Total,yearly_jj,MDG,2002,1.921,thousand_tonnes_C
Cem_Total,yearly_jj,MDG,2003,8.149,thousand_tonnes_C
Cem_Total,yearly_jj,MDG,2004,15.766,thousand_tonnes_C
Cem_Total,yearly_jj,MDG,2005,10.638,thousand_tonnes_C
Cem_Total,yearly_jj,MDG,2006,16.455,thousand_tonnes_C
Cem_Total,yearly_jj,MDG,2007,12.507,thousand_tonnes_C
Cem_Total,yearly_jj,MDG,2008,15.075,thousand_tonnes_C
Cem_Total,yearly_jj,MDG,2009,9.872,thousand_tonnes_C
Cem_Total,yearly_jj,MDG,2010,12.515,thousand_tonnes_C
Cem_Total,yearly_jj,MDG,2011,12.935,thousand_tonnes_C
Cem_Total,yearly_jj,MDG,2012,12.901,thousand_tonnes_C
Cem_Total,yearly_jj,MDG,2013,12.286,thousand_tonnes_C
Cem_Total,yearly_jj,MDG,2014,13.136,thousand_tonnes_C
Cem_Total,yearly_jj,MDG,2015,8.709,thousand_tonnes_C
Cem_Total,yearly_jj,MDG,2016,12.458,thousand_tonnes_C
Cem_Total,yearly_jj,MDG,2017,13.139,thousand_tonnes_C
Cem_Total,yearly_jj,MDG,2018,11.502,thousand_tonnes_C
Cem_Total,yearly_jj,MDG,2019,10.01,thousand_tonnes_C
Cem_Total,yearly_jj,MDG,2020,12.018,thousand_tonnes_C
