variable,timescale,region,tstart,tend,statistic,value,unit
Cem_Forest,monthly,NCA,2002,2020,mann_kendall_slope,-0.0,thousand_tonnes_C/year
Cem_Forest,monthly,NCA,2002,2020,theil_sen_slope,-0.000136,thousand_tonnes_C/year
Cem_Forest,monthly,NCA,2002,2020,theil_sen_slope_lower,-0.000631,thousand_tonnes_C/year
Cem_Forest,monthly,NCA,2002,2020,theil_sen_slope_upper,0.000359,thousand_tonnes_C/year
Cem_Forest,monthly,NCA,2002,2020,theil_sen_pvalue_slope,0.587606,1
Cem_Forest,monthly,NCA,2002,2020,theil_sen_intercept,0.118378,thousand_tonnes_C
Cem_Forest,monthly,NCA,2002,2020,theil_sen_intercept_lower,0.053442,thousand_tonnes_C
Cem_Forest,monthly,NCA,2002,2020,theil_sen_intercept_upper,0.183314,thousand_tonnes_C
Cem_Forest,monthly,NCA,2002,2020,residual_standard_deviation,0.249615,thousand_tonnes_C
