variable,timescale,region,year,sum,unit
BA_Total,seasonal_mam,WSAF,2001,23.725,thousand_km2
BA_Total,seasonal_mam,WSAF,2002,193.441,thousand_km2
BA_Total,seasonal_mam,WSAF,2003,123.265,thousand_km2
BA_Total,seasonal_mam,WSAF,2004,57.082,thousand_km2
BA_Total,seasonal_mam,WSAF,2005,94.702,thousand_km2
BA_Total,seasonal_mam,WSAF,2006,43.174,thousand_km2
BA_Total,seasonal_mam,WSAF,2007,173.012,thousand_km2
BA_Total,seasonal_mam,WSAF,2008,35.39,thousand_km2
BA_Total,seasonal_mam,WSAF,2009,48.102,thousand_km2
BA_Total,seasonal_mam,WSAF,2010,23.651,thousand_km2
BA_Total,seasonal_mam,WSAF,2011,38.778,thousand_km2
BA_Total,seasonal_mam,WSAF,2012,135.153,thousand_km2
BA_Total,seasonal_mam,WSAF,2013,187.658,thousand_km2
BA_Total,seasonal_mam,WSAF,2014,24.807,thousand_km2
BA_Total,seasonal_mam,WSAF,2015,75.959,thousand_km2
BA_Total,seasonal_mam,WSAF,2016,77.282,thousand_km2
BA_Total,seasonal_mam,WSAF,2017,39.126,thousand_km2
BA_Total,seasonal_mam,WSAF,2018,20.968,thousand_km2
BA_Total,seasonal_mam,WSAF,2019,75.137,thousand_km2
BA_Total,seasonal_mam,WSAF,2020,36.522,thousand_km2
BA_Total,seasonal_mam,WSAF,2021,41.142,thousand_km2
BA_Total,seasonal_mam,WSAF,2022,49.523,thousand_km2
BA_Total,seasonal_mam,WSAF,2023,106.868,thousand_km2
BA_Total,seasonal_mam,WSAF,2024,0.0,thousand_km2
