variable,timescale,region,tstart,tend,statistic,value,unit
Cem_Total,seasonal_son,RAR,2002,2020,mann_kendall_slope,0.002923,thousand_tonnes_C/year
Cem_Total,seasonal_son,RAR,2002,2020,theil_sen_slope,-0.004863,thousand_tonnes_C/year
Cem_Total,seasonal_son,RAR,2002,2020,theil_sen_slope_lower,-0.050207,thousand_tonnes_C/year
Cem_Total,seasonal_son,RAR,2002,2020,theil_sen_slope_upper,0.040481,thousand_tonnes_C/year
Cem_Total,seasonal_son,RAR,2002,2020,theil_sen_pvalue_slope,0.833522,1
Cem_Total,seasonal_son,RAR,2002,2020,theil_sen_intercept,0.399297,thousand_tonnes_C
Cem_Total,seasonal_son,RAR,2002,2020,theil_sen_intercept_lower,-0.078432,thousand_tonnes_C
Cem_Total,seasonal_son,RAR,2002,2020,theil_sen_intercept_upper,0.877025,thousand_tonnes_C
Cem_Total,seasonal_son,RAR,2002,2020,residual_standard_deviation,3.960663,thousand_tonnes_C
