variable,timescale,region,year,1,2,3,4,5,6,7,8,9,10,11,12,unit
Cem_Total,monthly,NSA,2002,1.178,2.039,0.687,0.075,0.008,0.012,0.141,4.988,1.903,0.958,1.177,1.436,thousand_tonnes_C
Cem_Total,monthly,NSA,2003,3.661,4.514,8.695,2.214,0.145,0.003,1.271,1.946,1.03,0.361,0.639,1.019,thousand_tonnes_C
Cem_Total,monthly,NSA,2004,2.929,4.475,2.058,0.338,0.008,0.011,1.783,5.897,0.99,0.787,2.055,2.391,thousand_tonnes_C
Cem_Total,monthly,NSA,2005,1.576,1.4,4.432,0.624,0.04,0.053,3.264,10.287,2.075,0.609,1.047,1.324,thousand_tonnes_C
Cem_Total,monthly,NSA,2006,1.39,1.872,1.953,1.379,0.258,0.017,0.472,3.682,2.277,0.895,0.451,0.907,thousand_tonnes_C
Cem_Total,monthly,NSA,2007,2.633,6.51,3.014,0.657,0.291,0.031,0.179,7.473,3.561,0.286,0.789,0.495,thousand_tonnes_C
Cem_Total,monthly,NSA,2008,1.705,2.305,3.027,1.227,0.129,0.058,0.838,7.475,1.26,0.456,0.924,0.895,thousand_tonnes_C
Cem_Total,monthly,NSA,2009,0.951,1.409,1.45,1.117,0.623,0.067,0.059,2.111,1.161,1.204,1.957,1.863,thousand_tonnes_C
Cem_Total,monthly,NSA,2010,3.75,4.231,3.512,0.601,0.051,0.014,0.288,6.37,2.945,0.729,0.262,0.36,thousand_tonnes_C
Cem_Total,monthly,NSA,2011,1.572,1.68,0.741,0.183,0.029,0.017,0.09,0.907,0.772,0.245,0.239,0.814,thousand_tonnes_C
Cem_Total,monthly,NSA,2012,1.359,1.449,0.844,0.042,0.039,0.028,0.117,5.703,1.964,0.541,1.5,1.064,thousand_tonnes_C
Cem_Total,monthly,NSA,2013,2.31,1.969,2.298,0.881,0.031,0.012,0.039,0.591,0.28,0.352,0.375,0.663,thousand_tonnes_C
Cem_Total,monthly,NSA,2014,2.309,2.709,3.023,0.876,0.314,0.029,0.161,4.405,0.897,0.617,0.813,1.302,thousand_tonnes_C
Cem_Total,monthly,NSA,2015,1.396,1.413,2.017,1.2,0.589,0.018,0.07,3.632,3.133,3.253,2.32,5.245,thousand_tonnes_C
Cem_Total,monthly,NSA,2016,7.711,6.425,5.291,0.898,0.007,0.015,0.257,3.931,0.894,0.647,0.859,0.78,thousand_tonnes_C
Cem_Total,monthly,NSA,2017,0.904,1.519,1.031,0.913,0.033,0.014,1.223,4.993,11.452,1.466,2.254,2.249,thousand_tonnes_C
Cem_Total,monthly,NSA,2018,1.182,4.419,3.613,1.08,0.075,0.019,0.31,0.953,1.766,1.159,0.893,1.331,thousand_tonnes_C
Cem_Total,monthly,NSA,2019,1.863,3.952,12.065,4.163,0.183,0.011,0.868,9.294,1.668,0.763,0.922,0.719,thousand_tonnes_C
Cem_Total,monthly,NSA,2020,2.211,3.669,6.121,3.052,0.991,0.052,1.455,11.453,9.587,1.516,0.133,0.577,thousand_tonnes_C
