variable,timescale,region,year,1,2,3,4,5,6,7,8,9,10,11,12,unit
Cem_Total,monthly,SES,2002,3.465,1.735,1.15,0.545,0.641,1.046,2.789,11.624,13.2,6.855,3.285,1.145,thousand_tonnes_C
Cem_Total,monthly,SES,2003,2.039,1.608,0.906,1.002,1.989,2.223,5.42,8.711,9.597,2.775,3.82,1.02,thousand_tonnes_C
Cem_Total,monthly,SES,2004,2.15,1.796,2.957,0.929,0.492,3.223,2.98,7.927,10.848,3.438,1.182,1.031,thousand_tonnes_C
Cem_Total,monthly,SES,2005,1.183,2.721,3.572,0.991,1.124,1.288,3.856,19.642,6.139,2.983,1.162,1.049,thousand_tonnes_C
Cem_Total,monthly,SES,2006,2.051,1.932,0.753,0.787,2.69,1.883,4.27,10.181,7.431,1.279,1.378,0.494,thousand_tonnes_C
Cem_Total,monthly,SES,2007,0.374,0.68,0.54,0.689,1.095,2.706,5.095,12.755,19.663,3.467,1.931,0.715,thousand_tonnes_C
Cem_Total,monthly,SES,2008,0.793,1.222,1.168,7.415,1.349,4.767,5.181,7.648,9.956,2.897,3.22,2.359,thousand_tonnes_C
Cem_Total,monthly,SES,2009,2.353,0.727,1.207,2.86,1.802,1.223,2.364,6.873,7.897,6.442,2.202,0.205,thousand_tonnes_C
Cem_Total,monthly,SES,2010,0.716,1.08,0.483,1.056,0.745,1.986,2.913,6.954,9.407,5.618,2.931,1.311,thousand_tonnes_C
Cem_Total,monthly,SES,2011,0.581,0.285,0.54,0.542,0.854,2.004,3.886,4.935,8.226,2.918,1.22,2.488,thousand_tonnes_C
Cem_Total,monthly,SES,2012,2.726,2.053,1.512,0.38,0.381,2.106,1.205,5.667,9.082,4.54,1.322,1.15,thousand_tonnes_C
Cem_Total,monthly,SES,2013,2.4,1.755,0.917,0.555,0.644,0.424,3.291,3.363,11.72,2.283,1.853,1.126,thousand_tonnes_C
Cem_Total,monthly,SES,2014,3.441,1.946,0.358,0.265,0.226,0.372,1.113,2.316,2.522,4.295,0.891,1.057,thousand_tonnes_C
Cem_Total,monthly,SES,2015,2.072,0.399,0.969,0.38,0.221,0.563,1.362,4.975,6.474,2.173,1.008,0.832,thousand_tonnes_C
Cem_Total,monthly,SES,2016,1.291,0.275,0.297,0.564,0.163,0.992,1.77,4.163,11.87,3.838,0.818,4.541,thousand_tonnes_C
Cem_Total,monthly,SES,2017,6.295,1.249,0.726,0.193,0.1,0.623,15.678,4.063,6.783,3.414,1.95,1.466,thousand_tonnes_C
Cem_Total,monthly,SES,2018,4.349,1.717,0.727,1.053,0.456,0.841,1.57,5.334,3.195,0.613,0.398,0.925,thousand_tonnes_C
Cem_Total,monthly,SES,2019,2.109,3.384,0.592,0.322,0.147,0.659,3.165,7.52,14.158,6.456,1.754,0.905,thousand_tonnes_C
Cem_Total,monthly,SES,2020,0.793,1.722,3.917,2.026,1.875,2.355,5.887,18.523,11.245,9.907,4.044,1.282,thousand_tonnes_C
