variable,timescale,region,year,1,2,3,4,5,6,7,8,9,10,11,12,unit
Cem_Total,monthly,NES,2002,0.032,0.06,0.073,0.031,0.245,0.789,1.927,9.097,15.203,7.856,3.628,1.218,thousand_tonnes_C
Cem_Total,monthly,NES,2003,0.345,0.149,0.091,0.127,0.228,0.706,1.999,3.227,10.183,7.014,3.117,2.399,thousand_tonnes_C
Cem_Total,monthly,NES,2004,0.05,0.033,0.564,0.197,0.443,0.925,1.751,5.053,14.109,6.525,6.199,3.223,thousand_tonnes_C
Cem_Total,monthly,NES,2005,0.517,0.113,0.073,0.118,0.217,0.527,1.997,6.377,15.29,16.12,8.352,0.636,thousand_tonnes_C
Cem_Total,monthly,NES,2006,0.394,0.247,0.018,0.063,0.186,0.559,1.264,3.633,6.917,2.636,1.88,1.23,thousand_tonnes_C
Cem_Total,monthly,NES,2007,0.422,0.089,0.543,0.18,0.736,1.919,4.779,21.233,38.896,19.341,7.492,0.805,thousand_tonnes_C
Cem_Total,monthly,NES,2008,0.221,0.144,0.055,0.183,0.329,0.767,1.144,2.959,6.644,12.657,5.271,1.109,thousand_tonnes_C
Cem_Total,monthly,NES,2009,0.262,0.068,0.546,0.022,0.155,0.46,0.971,2.164,4.786,2.158,5.733,2.935,thousand_tonnes_C
Cem_Total,monthly,NES,2010,0.242,0.273,0.175,0.325,0.794,1.884,5.076,17.121,38.53,10.344,1.268,0.512,thousand_tonnes_C
Cem_Total,monthly,NES,2011,0.094,0.055,0.278,0.326,0.475,0.856,1.515,5.101,19.144,2.869,1.205,1.698,thousand_tonnes_C
Cem_Total,monthly,NES,2012,0.354,0.295,0.436,0.347,0.668,1.134,4.395,16.393,29.486,15.957,3.319,0.721,thousand_tonnes_C
Cem_Total,monthly,NES,2013,0.366,0.476,0.272,0.098,0.235,0.492,1.116,2.95,8.768,5.077,0.517,0.803,thousand_tonnes_C
Cem_Total,monthly,NES,2014,0.191,0.034,0.15,0.211,0.289,0.817,1.808,8.314,12.095,13.58,1.841,1.101,thousand_tonnes_C
Cem_Total,monthly,NES,2015,0.428,0.08,0.104,0.112,0.304,0.841,1.662,6.99,25.451,28.204,13.838,18.725,thousand_tonnes_C
Cem_Total,monthly,NES,2016,0.29,0.231,0.212,0.26,0.464,0.956,3.212,7.924,11.087,9.628,4.2,0.448,thousand_tonnes_C
Cem_Total,monthly,NES,2017,0.176,0.227,0.48,0.147,0.405,0.542,1.214,5.583,27.387,20.04,3.796,3.818,thousand_tonnes_C
Cem_Total,monthly,NES,2018,0.035,0.393,0.341,0.085,0.354,0.567,0.952,4.021,6.843,3.569,0.831,0.236,thousand_tonnes_C
Cem_Total,monthly,NES,2019,0.363,0.377,0.509,0.124,0.27,0.756,1.29,6.179,14.158,6.76,3.906,0.932,thousand_tonnes_C
Cem_Total,monthly,NES,2020,0.245,0.278,0.521,0.167,0.343,0.706,1.109,3.477,14.632,11.962,0.458,0.429,thousand_tonnes_C
