variable,timescale,region,year,1,2,3,4,5,6,7,8,9,10,11,12,unit
Cem_Total,monthly,WCA,2002,0.024,0.02,0.068,0.078,0.419,1.005,1.367,1.575,1.18,0.372,0.523,0.062,thousand_tonnes_C
Cem_Total,monthly,WCA,2003,0.103,0.146,0.424,0.377,0.369,0.877,1.212,1.312,1.176,0.514,0.145,0.033,thousand_tonnes_C
Cem_Total,monthly,WCA,2004,0.069,0.122,0.116,0.191,1.282,1.755,1.489,0.911,0.652,0.455,0.149,0.044,thousand_tonnes_C
Cem_Total,monthly,WCA,2005,0.028,0.241,0.047,0.233,0.716,0.808,1.424,1.223,0.915,0.566,0.243,0.167,thousand_tonnes_C
Cem_Total,monthly,WCA,2006,0.032,0.287,0.384,0.09,0.561,0.635,1.797,1.884,1.112,0.43,0.148,0.036,thousand_tonnes_C
Cem_Total,monthly,WCA,2007,0.098,0.077,0.273,0.075,0.389,1.198,1.777,1.663,1.555,0.586,0.211,0.031,thousand_tonnes_C
Cem_Total,monthly,WCA,2008,0.041,0.108,0.243,0.1,0.349,0.335,0.884,1.176,0.454,0.146,0.267,0.133,thousand_tonnes_C
Cem_Total,monthly,WCA,2009,0.084,0.137,0.157,0.155,0.508,0.687,1.463,0.998,1.29,0.55,0.569,0.032,thousand_tonnes_C
Cem_Total,monthly,WCA,2010,0.023,0.089,0.126,0.081,0.783,0.987,1.313,1.701,0.771,0.688,1.136,0.387,thousand_tonnes_C
Cem_Total,monthly,WCA,2011,0.031,0.11,0.199,0.1,0.163,0.48,0.649,0.988,0.666,0.706,0.541,0.051,thousand_tonnes_C
Cem_Total,monthly,WCA,2012,0.031,0.106,0.55,0.201,0.262,0.478,0.28,0.253,0.411,0.464,0.514,0.021,thousand_tonnes_C
Cem_Total,monthly,WCA,2013,0.126,0.157,0.206,0.148,0.824,0.459,0.512,0.369,0.526,0.828,0.429,0.094,thousand_tonnes_C
Cem_Total,monthly,WCA,2014,0.021,0.493,0.142,0.146,0.245,0.876,0.691,0.674,0.424,0.277,1.095,0.085,thousand_tonnes_C
Cem_Total,monthly,WCA,2015,0.094,0.088,0.166,0.129,0.461,1.087,1.642,1.353,1.238,0.928,1.208,0.023,thousand_tonnes_C
Cem_Total,monthly,WCA,2016,0.048,0.254,0.057,0.077,0.861,0.711,0.585,1.028,1.004,0.375,1.325,0.072,thousand_tonnes_C
Cem_Total,monthly,WCA,2017,0.062,0.215,0.416,0.127,0.667,0.522,0.64,0.657,0.694,0.645,0.698,0.096,thousand_tonnes_C
Cem_Total,monthly,WCA,2018,0.172,0.044,0.239,0.15,0.499,0.321,0.566,0.607,0.808,0.77,1.237,0.005,thousand_tonnes_C
Cem_Total,monthly,WCA,2019,0.103,0.058,0.499,0.189,0.514,1.558,1.918,1.221,0.931,0.88,1.078,0.319,thousand_tonnes_C
Cem_Total,monthly,WCA,2020,0.239,0.361,0.462,0.094,0.642,0.907,0.925,0.446,0.667,1.154,0.834,0.046,thousand_tonnes_C
