variable,timescale,region,year,1,2,3,4,5,6,7,8,9,10,11,12,unit
Cem_Total,monthly,WSAF,2002,0.968,0.221,1.149,1.917,7.63,13.245,32.915,46.013,25.665,6.518,1.557,0.375,thousand_tonnes_C
Cem_Total,monthly,WSAF,2003,0.38,0.269,0.541,0.627,6.16,14.617,27.258,53.55,27.613,9.485,0.33,0.586,thousand_tonnes_C
Cem_Total,monthly,WSAF,2004,0.14,0.126,0.095,0.141,3.328,14.587,27.817,43.547,41.949,5.708,1.498,0.42,thousand_tonnes_C
Cem_Total,monthly,WSAF,2005,0.149,0.166,0.214,0.524,5.477,15.856,31.098,39.292,41.461,9.115,1.674,0.664,thousand_tonnes_C
Cem_Total,monthly,WSAF,2006,0.305,0.583,0.294,0.256,2.187,11.179,25.246,43.217,37.105,3.848,0.752,1.053,thousand_tonnes_C
Cem_Total,monthly,WSAF,2007,0.552,0.457,3.006,0.495,7.269,16.44,32.063,39.698,34.407,3.428,0.842,0.269,thousand_tonnes_C
Cem_Total,monthly,WSAF,2008,0.176,0.31,0.11,0.297,1.806,11.731,23.958,34.888,53.79,14.035,2.247,0.556,thousand_tonnes_C
Cem_Total,monthly,WSAF,2009,0.317,0.362,0.658,0.545,2.224,13.562,19.556,51.932,35.035,2.603,1.278,0.779,thousand_tonnes_C
Cem_Total,monthly,WSAF,2010,0.565,0.709,0.158,0.157,1.067,11.89,24.856,53.651,40.065,26.201,2.595,0.113,thousand_tonnes_C
Cem_Total,monthly,WSAF,2011,0.085,0.137,0.639,0.321,1.649,14.048,35.004,50.797,53.31,27.199,3.396,0.189,thousand_tonnes_C
Cem_Total,monthly,WSAF,2012,0.906,0.171,0.274,0.356,7.79,19.904,24.622,32.767,43.79,6.905,1.717,0.778,thousand_tonnes_C
Cem_Total,monthly,WSAF,2013,0.337,0.333,0.591,1.951,8.475,13.642,22.745,38.849,28.414,12.216,0.852,0.139,thousand_tonnes_C
Cem_Total,monthly,WSAF,2014,0.114,0.074,0.055,0.12,1.218,10.605,25.331,41.417,26.622,8.356,0.287,0.171,thousand_tonnes_C
Cem_Total,monthly,WSAF,2015,0.34,0.901,1.116,0.343,3.703,12.954,27.625,46.993,24.539,6.098,2.909,0.505,thousand_tonnes_C
Cem_Total,monthly,WSAF,2016,0.755,0.433,0.135,0.31,3.959,12.245,22.021,40.929,25.715,10.08,0.752,0.986,thousand_tonnes_C
Cem_Total,monthly,WSAF,2017,0.676,0.542,0.53,0.3,1.916,12.118,21.739,41.53,55.97,8.592,2.157,0.957,thousand_tonnes_C
Cem_Total,monthly,WSAF,2018,0.771,0.151,0.215,0.09,1.075,7.064,16.744,29.545,35.83,10.915,4.818,1.249,thousand_tonnes_C
Cem_Total,monthly,WSAF,2019,0.556,0.264,0.854,0.394,4.201,15.785,35.593,39.084,34.804,5.439,0.549,0.434,thousand_tonnes_C
Cem_Total,monthly,WSAF,2020,0.064,0.107,0.204,0.141,1.91,8.802,25.637,20.427,41.2,15.725,1.213,0.289,thousand_tonnes_C
