variable,timescale,region,tstart,tend,statistic,value,unit
BA_Forest,seasonal_mam,MED,2001,2024,mann_kendall_slope,0.012378,thousand_km2/year
BA_Forest,seasonal_mam,MED,2001,2024,theil_sen_slope,0.01178,thousand_km2/year
BA_Forest,seasonal_mam,MED,2001,2024,theil_sen_slope_lower,-0.015935,thousand_km2/year
BA_Forest,seasonal_mam,MED,2001,2024,theil_sen_slope_upper,0.039494,thousand_km2/year
BA_Forest,seasonal_mam,MED,2001,2024,theil_sen_pvalue_slope,0.404815,1
BA_Forest,seasonal_mam,MED,2001,2024,theil_sen_intercept,0.389008,thousand_km2
BA_Forest,seasonal_mam,MED,2001,2024,theil_sen_intercept_lower,0.017009,thousand_km2
BA_Forest,seasonal_mam,MED,2001,2024,theil_sen_intercept_upper,0.761007,thousand_km2
BA_Forest,seasonal_mam,MED,2001,2024,residual_standard_deviation,0.514155,thousand_km2
