variable,timescale,region,year,sum,unit
Cem_Total,yearly,NZ,2002,0.0,thousand_tonnes_C
Cem_Total,yearly,NZ,2003,0.009,thousand_tonnes_C
Cem_Total,yearly,NZ,2004,0.003,thousand_tonnes_C
Cem_Total,yearly,NZ,2005,0.0,thousand_tonnes_C
Cem_Total,yearly,NZ,2006,0.028,thousand_tonnes_C
Cem_Total,yearly,NZ,2007,0.044,thousand_tonnes_C
Cem_Total,yearly,NZ,2008,0.004,thousand_tonnes_C
Cem_Total,yearly,NZ,2009,0.001,thousand_tonnes_C
Cem_Total,yearly,NZ,2010,0.009,thousand_tonnes_C
Cem_Total,yearly,NZ,2011,0.002,thousand_tonnes_C
Cem_Total,yearly,NZ,2012,0.003,thousand_tonnes_C
Cem_Total,yearly,NZ,2013,0.025,thousand_tonnes_C
Cem_Total,yearly,NZ,2014,0.001,thousand_tonnes_C
Cem_Total,yearly,NZ,2015,0.002,thousand_tonnes_C
Cem_Total,yearly,NZ,2016,0.038,thousand_tonnes_C
Cem_Total,yearly,NZ,2017,0.047,thousand_tonnes_C
Cem_Total,yearly,NZ,2018,0.002,thousand_tonnes_C
Cem_Total,yearly,NZ,2019,0.041,thousand_tonnes_C
Cem_Total,yearly,NZ,2020,0.047,thousand_tonnes_C
