variable,timescale,region,tstart,tend,statistic,value,unit
Cem_Total,yearly,RAR,2002,2020,mann_kendall_slope,0.939857,thousand_tonnes_C/year
Cem_Total,yearly,RAR,2002,2020,theil_sen_slope,1.583392,thousand_tonnes_C/year
Cem_Total,yearly,RAR,2002,2020,theil_sen_slope_lower,0.223533,thousand_tonnes_C/year
Cem_Total,yearly,RAR,2002,2020,theil_sen_slope_upper,2.943251,thousand_tonnes_C/year
Cem_Total,yearly,RAR,2002,2020,theil_sen_pvalue_slope,0.022481,1
Cem_Total,yearly,RAR,2002,2020,theil_sen_intercept,-0.375442,thousand_tonnes_C
Cem_Total,yearly,RAR,2002,2020,theil_sen_intercept_lower,-14.702443,thousand_tonnes_C
Cem_Total,yearly,RAR,2002,2020,theil_sen_intercept_upper,13.951559,thousand_tonnes_C
Cem_Total,yearly,RAR,2002,2020,residual_standard_deviation,20.613978,thousand_tonnes_C
