variable,timescale,region,year,1,2,3,4,5,6,7,8,9,10,11,12,unit
BA_Forest,monthly,SAU,2001,0.358,0.139,0.051,0.027,0.003,0.0,0.0,0.0,0.002,0.155,0.067,0.079,thousand_km2
BA_Forest,monthly,SAU,2002,0.457,0.018,0.022,0.043,0.01,0.004,0.021,0.095,0.149,4.465,9.646,11.337,thousand_km2
BA_Forest,monthly,SAU,2003,46.63,12.69,2.253,0.162,0.183,0.0,0.0,0.009,0.285,0.299,2.583,0.766,thousand_km2
BA_Forest,monthly,SAU,2004,0.135,0.009,0.412,0.491,0.476,0.008,0.0,0.003,0.071,1.296,0.929,5.978,thousand_km2
BA_Forest,monthly,SAU,2005,1.147,0.039,0.186,0.393,0.01,0.0,0.0,0.004,0.009,0.381,0.862,1.301,thousand_km2
BA_Forest,monthly,SAU,2006,2.306,0.268,0.301,0.153,0.205,0.023,0.013,0.511,0.471,2.685,2.6,38.233,thousand_km2
BA_Forest,monthly,SAU,2007,6.864,1.305,0.252,0.366,0.092,0.01,0.003,0.0,0.026,0.929,1.599,1.643,thousand_km2
BA_Forest,monthly,SAU,2008,0.276,0.001,0.448,0.485,0.041,0.0,0.005,0.122,0.029,0.553,0.533,0.919,thousand_km2
BA_Forest,monthly,SAU,2009,0.353,6.11,0.635,0.65,0.395,0.013,0.027,0.091,0.07,0.983,2.792,1.543,thousand_km2
BA_Forest,monthly,SAU,2010,0.51,0.168,0.575,0.212,0.173,0.0,0.0,0.005,0.176,0.417,0.38,0.107,thousand_km2
BA_Forest,monthly,SAU,2011,0.235,0.336,0.229,0.27,0.321,0.004,0.007,0.005,0.031,0.262,1.968,0.614,thousand_km2
BA_Forest,monthly,SAU,2012,0.01,1.046,0.076,0.235,0.013,0.009,0.002,0.0,0.0,0.212,2.465,0.71,thousand_km2
BA_Forest,monthly,SAU,2013,3.685,1.935,0.126,0.116,0.069,0.0,0.003,0.0,0.015,0.315,0.948,0.263,thousand_km2
BA_Forest,monthly,SAU,2014,1.784,5.377,0.028,0.121,0.055,0.0,0.0,0.359,0.309,1.01,0.296,0.335,thousand_km2
BA_Forest,monthly,SAU,2015,0.369,2.883,0.329,0.295,0.078,0.003,0.012,0.01,1.381,1.917,11.734,0.384,thousand_km2
BA_Forest,monthly,SAU,2016,3.194,0.525,0.228,0.267,0.026,0.0,0.0,0.0,0.003,1.974,0.796,1.181,thousand_km2
BA_Forest,monthly,SAU,2017,0.024,0.047,0.124,0.084,0.142,0.024,0.0,0.009,0.356,2.161,0.824,0.679,thousand_km2
BA_Forest,monthly,SAU,2018,0.098,0.028,0.151,0.173,0.462,0.004,0.005,0.252,0.302,0.479,0.428,0.585,thousand_km2
BA_Forest,monthly,SAU,2019,3.466,0.825,1.643,0.304,0.168,0.041,0.02,0.003,0.238,0.235,2.699,37.099,thousand_km2
BA_Forest,monthly,SAU,2020,66.581,6.64,0.241,0.174,0.169,0.002,0.0,0.046,0.181,0.778,0.736,0.187,thousand_km2
BA_Forest,monthly,SAU,2021,0.193,0.19,0.175,0.226,0.239,0.0,0.0,0.021,0.398,0.427,0.684,0.706,thousand_km2
BA_Forest,monthly,SAU,2022,0.245,0.371,0.568,0.498,0.429,0.0,0.0,0.0,0.332,0.714,0.661,0.953,thousand_km2
BA_Forest,monthly,SAU,2023,0.25,0.396,0.039,0.946,0.1,0.0,0.0,0.018,0.328,1.561,0.468,0.606,thousand_km2
BA_Forest,monthly,SAU,2024,0.86,1.285,,,,,,,,,,,thousand_km2
