variable,timescale,region,year,sum,unit
Cem_Forest,seasonal_jja,MDG,2002,0.055,thousand_tonnes_C
Cem_Forest,seasonal_jja,MDG,2003,0.053,thousand_tonnes_C
Cem_Forest,seasonal_jja,MDG,2004,0.027,thousand_tonnes_C
Cem_Forest,seasonal_jja,MDG,2005,0.082,thousand_tonnes_C
Cem_Forest,seasonal_jja,MDG,2006,0.05,thousand_tonnes_C
Cem_Forest,seasonal_jja,MDG,2007,0.06,thousand_tonnes_C
Cem_Forest,seasonal_jja,MDG,2008,0.043,thousand_tonnes_C
Cem_Forest,seasonal_jja,MDG,2009,0.03,thousand_tonnes_C
Cem_Forest,seasonal_jja,MDG,2010,0.052,thousand_tonnes_C
Cem_Forest,seasonal_jja,MDG,2011,0.041,thousand_tonnes_C
Cem_Forest,seasonal_jja,MDG,2012,0.035,thousand_tonnes_C
Cem_Forest,seasonal_jja,MDG,2013,0.443,thousand_tonnes_C
Cem_Forest,seasonal_jja,MDG,2014,0.02,thousand_tonnes_C
Cem_Forest,seasonal_jja,MDG,2015,0.031,thousand_tonnes_C
Cem_Forest,seasonal_jja,MDG,2016,0.213,thousand_tonnes_C
Cem_Forest,seasonal_jja,MDG,2017,0.057,thousand_tonnes_C
Cem_Forest,seasonal_jja,MDG,2018,0.236,thousand_tonnes_C
Cem_Forest,seasonal_jja,MDG,2019,0.054,thousand_tonnes_C
Cem_Forest,seasonal_jja,MDG,2020,0.083,thousand_tonnes_C
