variable,timescale,region,year,1,2,3,4,5,6,7,8,9,10,11,12,unit
BA_Total,monthly,SWS,2001,0.056,0.515,0.345,0.039,0.037,0.49,0.067,0.518,0.086,0.0,0.064,0.773,thousand_km2
BA_Total,monthly,SWS,2002,0.149,2.259,0.165,0.16,0.007,0.763,0.057,0.407,0.384,0.187,0.197,0.033,thousand_km2
BA_Total,monthly,SWS,2003,0.816,1.164,2.037,0.487,0.09,0.042,0.264,0.428,0.129,0.223,0.177,1.835,thousand_km2
BA_Total,monthly,SWS,2004,0.63,0.531,1.511,0.096,0.515,0.189,0.139,0.077,0.301,0.0,0.085,0.221,thousand_km2
BA_Total,monthly,SWS,2005,1.084,0.723,2.003,0.402,1.395,0.001,0.009,0.031,0.496,0.031,0.23,0.851,thousand_km2
BA_Total,monthly,SWS,2006,0.379,0.102,0.452,0.149,0.527,0.101,0.059,1.352,0.038,0.034,0.063,0.149,thousand_km2
BA_Total,monthly,SWS,2007,1.524,0.045,1.348,0.175,0.276,0.135,0.015,0.052,0.143,0.014,0.467,0.094,thousand_km2
BA_Total,monthly,SWS,2008,0.344,0.901,1.284,0.419,1.086,0.16,0.04,0.037,0.168,0.05,0.161,0.23,thousand_km2
BA_Total,monthly,SWS,2009,1.488,0.246,1.065,0.536,0.435,0.214,0.398,0.199,0.096,0.105,0.14,0.405,thousand_km2
BA_Total,monthly,SWS,2010,1.062,0.049,0.373,1.376,0.08,0.066,0.054,0.177,0.177,0.053,0.651,0.436,thousand_km2
BA_Total,monthly,SWS,2011,0.368,0.891,1.37,0.212,0.798,0.294,0.01,0.064,0.092,0.066,0.151,0.748,thousand_km2
BA_Total,monthly,SWS,2012,2.391,0.509,2.32,0.286,0.121,0.008,0.201,0.105,0.302,0.697,0.526,0.048,thousand_km2
BA_Total,monthly,SWS,2013,0.177,0.127,0.264,0.206,0.057,0.057,0.032,0.157,0.575,0.195,0.084,0.812,thousand_km2
BA_Total,monthly,SWS,2014,2.675,0.07,2.195,0.366,0.025,0.003,0.037,0.043,0.178,0.366,0.239,0.042,thousand_km2
BA_Total,monthly,SWS,2015,1.458,2.97,1.659,8.406,0.033,0.138,0.165,0.168,0.224,0.069,0.009,0.126,thousand_km2
BA_Total,monthly,SWS,2016,0.585,1.493,1.095,0.657,0.051,0.203,0.391,0.259,0.119,0.424,0.518,0.968,thousand_km2
BA_Total,monthly,SWS,2017,21.273,0.391,0.656,0.443,0.12,0.05,0.13,0.416,0.105,0.066,0.215,0.125,thousand_km2
BA_Total,monthly,SWS,2018,0.331,0.315,1.234,0.088,0.044,0.124,0.126,0.313,0.469,0.411,0.304,0.056,thousand_km2
BA_Total,monthly,SWS,2019,0.365,1.414,0.693,2.004,0.197,0.238,1.425,0.193,0.082,0.114,0.766,0.667,thousand_km2
BA_Total,monthly,SWS,2020,0.68,1.261,1.204,1.379,0.518,0.042,0.047,0.413,0.047,0.08,0.407,0.656,thousand_km2
BA_Total,monthly,SWS,2021,0.936,0.431,2.482,0.499,0.052,0.033,0.236,0.178,0.694,0.032,0.147,1.27,thousand_km2
BA_Total,monthly,SWS,2022,0.364,2.862,0.606,0.498,0.066,0.08,0.089,0.143,0.031,0.164,0.509,1.384,thousand_km2
BA_Total,monthly,SWS,2023,0.589,16.303,1.329,0.621,0.784,0.043,0.035,0.077,0.152,0.22,0.275,0.468,thousand_km2
BA_Total,monthly,SWS,2024,0.523,1.6,,,,,,,,,,,thousand_km2
