variable,timescale,region,year,sum,unit
Cem_Total,seasonal_jja,EAS,2002,1.561,thousand_tonnes_C
Cem_Total,seasonal_jja,EAS,2003,3.018,thousand_tonnes_C
Cem_Total,seasonal_jja,EAS,2004,2.387,thousand_tonnes_C
Cem_Total,seasonal_jja,EAS,2005,6.404,thousand_tonnes_C
Cem_Total,seasonal_jja,EAS,2006,10.209,thousand_tonnes_C
Cem_Total,seasonal_jja,EAS,2007,4.409,thousand_tonnes_C
Cem_Total,seasonal_jja,EAS,2008,0.198,thousand_tonnes_C
Cem_Total,seasonal_jja,EAS,2009,2.427,thousand_tonnes_C
Cem_Total,seasonal_jja,EAS,2010,8.692,thousand_tonnes_C
Cem_Total,seasonal_jja,EAS,2011,4.877,thousand_tonnes_C
Cem_Total,seasonal_jja,EAS,2012,11.994,thousand_tonnes_C
Cem_Total,seasonal_jja,EAS,2013,2.863,thousand_tonnes_C
Cem_Total,seasonal_jja,EAS,2014,2.368,thousand_tonnes_C
Cem_Total,seasonal_jja,EAS,2015,1.797,thousand_tonnes_C
Cem_Total,seasonal_jja,EAS,2016,0.143,thousand_tonnes_C
Cem_Total,seasonal_jja,EAS,2017,1.948,thousand_tonnes_C
Cem_Total,seasonal_jja,EAS,2018,0.093,thousand_tonnes_C
Cem_Total,seasonal_jja,EAS,2019,0.319,thousand_tonnes_C
Cem_Total,seasonal_jja,EAS,2020,0.235,thousand_tonnes_C
