variable,timescale,region,year,1,2,3,4,5,6,7,8,9,10,11,12,unit
BA_Forest,monthly,NWS,2001,0.371,3.035,1.31,0.144,0.001,0.0,0.06,1.434,0.22,0.001,0.0,0.002,thousand_km2
BA_Forest,monthly,NWS,2002,0.494,0.597,0.87,0.009,0.0,0.004,0.312,1.896,0.377,0.021,0.025,0.093,thousand_km2
BA_Forest,monthly,NWS,2003,1.579,4.136,10.524,1.258,0.0,0.0,0.409,0.716,1.732,0.089,0.032,0.037,thousand_km2
BA_Forest,monthly,NWS,2004,3.82,13.997,2.205,0.291,0.001,0.011,0.087,0.597,0.68,0.205,0.007,0.093,thousand_km2
BA_Forest,monthly,NWS,2005,0.322,0.955,1.548,0.044,0.007,0.04,0.368,2.376,1.464,0.311,0.19,0.336,thousand_km2
BA_Forest,monthly,NWS,2006,0.924,3.562,1.147,0.027,0.021,0.029,0.232,0.661,1.33,0.276,0.025,0.147,thousand_km2
BA_Forest,monthly,NWS,2007,1.19,17.294,3.788,0.053,0.0,0.055,0.435,0.577,1.473,1.037,0.191,0.121,thousand_km2
BA_Forest,monthly,NWS,2008,1.264,2.684,2.437,0.122,0.0,0.0,0.07,0.183,0.694,0.199,0.004,0.145,thousand_km2
BA_Forest,monthly,NWS,2009,0.214,1.918,1.493,0.047,0.003,0.009,0.408,0.906,0.769,0.112,0.138,0.244,thousand_km2
BA_Forest,monthly,NWS,2010,1.661,1.319,0.51,0.028,0.0,0.0,0.01,2.449,0.755,0.46,0.023,0.063,thousand_km2
BA_Forest,monthly,NWS,2011,1.243,2.012,0.19,0.013,0.0,0.0,0.061,0.403,0.366,0.04,0.041,0.072,thousand_km2
BA_Forest,monthly,NWS,2012,0.808,0.962,1.767,0.0,0.0,0.023,0.081,1.059,2.845,0.044,0.077,0.205,thousand_km2
BA_Forest,monthly,NWS,2013,0.774,1.727,0.363,0.034,0.007,0.003,0.042,0.148,0.944,0.14,0.051,0.112,thousand_km2
BA_Forest,monthly,NWS,2014,1.712,4.952,1.83,0.503,0.0,0.041,0.323,0.444,0.972,0.017,0.007,0.043,thousand_km2
BA_Forest,monthly,NWS,2015,0.064,0.414,4.486,0.133,0.044,0.08,0.205,0.531,1.151,0.112,0.001,0.031,thousand_km2
BA_Forest,monthly,NWS,2016,1.737,3.152,6.584,1.027,0.001,0.003,0.097,1.064,0.521,0.036,0.74,0.224,thousand_km2
BA_Forest,monthly,NWS,2017,0.417,2.213,0.573,0.005,0.0,0.0,0.144,0.556,0.22,0.039,0.009,0.195,thousand_km2
BA_Forest,monthly,NWS,2018,0.147,16.005,2.622,0.14,0.0,0.016,0.173,0.143,1.542,0.129,0.156,0.11,thousand_km2
BA_Forest,monthly,NWS,2019,0.844,3.984,3.312,0.775,0.0,0.005,0.093,0.8,1.149,0.154,0.099,0.261,thousand_km2
BA_Forest,monthly,NWS,2020,0.509,3.264,6.375,2.032,0.773,0.091,0.033,0.379,1.704,0.216,0.224,0.204,thousand_km2
BA_Forest,monthly,NWS,2021,0.11,1.544,1.397,0.01,0.0,0.004,0.077,0.782,0.267,0.147,0.035,0.812,thousand_km2
BA_Forest,monthly,NWS,2022,4.923,3.985,0.273,0.04,0.0,0.014,0.294,0.207,1.595,0.502,0.227,0.56,thousand_km2
BA_Forest,monthly,NWS,2023,0.415,1.134,0.552,0.085,0.036,0.02,0.143,0.701,1.068,0.45,0.11,0.095,thousand_km2
BA_Forest,monthly,NWS,2024,0.918,0.941,,,,,,,,,,,thousand_km2
