variable,timescale,region,year,sum,unit
BA_Forest,seasonal_mam,SCA,2001,14.092,thousand_km2
BA_Forest,seasonal_mam,SCA,2002,32.908,thousand_km2
BA_Forest,seasonal_mam,SCA,2003,104.278,thousand_km2
BA_Forest,seasonal_mam,SCA,2004,9.249,thousand_km2
BA_Forest,seasonal_mam,SCA,2005,72.759,thousand_km2
BA_Forest,seasonal_mam,SCA,2006,26.796,thousand_km2
BA_Forest,seasonal_mam,SCA,2007,31.929,thousand_km2
BA_Forest,seasonal_mam,SCA,2008,23.627,thousand_km2
BA_Forest,seasonal_mam,SCA,2009,41.636,thousand_km2
BA_Forest,seasonal_mam,SCA,2010,19.214,thousand_km2
BA_Forest,seasonal_mam,SCA,2011,31.028,thousand_km2
BA_Forest,seasonal_mam,SCA,2012,12.265,thousand_km2
BA_Forest,seasonal_mam,SCA,2013,46.908,thousand_km2
BA_Forest,seasonal_mam,SCA,2014,16.451,thousand_km2
BA_Forest,seasonal_mam,SCA,2015,28.99,thousand_km2
BA_Forest,seasonal_mam,SCA,2016,23.319,thousand_km2
BA_Forest,seasonal_mam,SCA,2017,22.806,thousand_km2
BA_Forest,seasonal_mam,SCA,2018,19.541,thousand_km2
BA_Forest,seasonal_mam,SCA,2019,49.386,thousand_km2
BA_Forest,seasonal_mam,SCA,2020,51.572,thousand_km2
BA_Forest,seasonal_mam,SCA,2021,14.867,thousand_km2
BA_Forest,seasonal_mam,SCA,2022,17.34,thousand_km2
BA_Forest,seasonal_mam,SCA,2023,34.334,thousand_km2
BA_Forest,seasonal_mam,SCA,2024,0.0,thousand_km2
